id,source_count
29182758883843916699880711398178038554151061526822631478471770457374074426668,26
9498791275949483248704113048534071519664872594188241348925117780549432916611,25
102441504598845488990631653147825299708022077227865428085878232937184046036444,25
25635856656269803304069363487718603724007215937468422571127459525838475624671,25
19322548357534660945333311058733761672264087704410227099708496717584692783061,25
61617790278442512076067222261007905670730276962935251148953802856647628683973,25
72305176075939755742853840751370833990645187722557990359338153740585130311505,25
66491434361938400406222443789623742830101818881504952362848649295932589715995,25
27566757355039241985536863988953868922026285089098251176158725928124376990657,24
4773910254971010946673300577611087344923316213706046592854876397865871100665,24
12337292912026024938331015279721162883207446324118787976200546400861158211788,24
81202662679055534092669390331329568771014113851524465773190314366645651101170,24
12075676157628594151380450637530564013431425000180171081444254404399311760813,24
5082767263774412834453764340800318024234324513705258874373649199879373862950,24
67036839228584934565371760445381170284863815755398385509955763950179030533151,24
101865159771850442780023966247797770323330954657235427859568323306238254825471,24
9469678625712068649621922132987771831268189039822306151480025866627380136806,23
84155051527301768461774497850739277843981609336830365229480658084009619724007,23
69393561155329995493090311732746540837405547535549569253658477929782057531090,23
5257918977833784564732561683708453625037009266803701888433784515318930476736,23
15238264173623941165421285503354689969927509106838248579768076704830688974444,23
10373402035149097564897722167371448969550499428723017294884375515993592631545,23
18978015715467277254192315287880097628675099426067017185347242437368429071761,23
58959761642429467833218689519811031890265992434816073554664379976766080525805,23
91207108331235453248159632774557182448632316593677331585712786934895572587372,23
3441860581080181041089616291347196327088715093560761077319960508311554990994,23
30358342764189427341531008033727046330294944269320067931179785977837516436802,23
76367555236732319592876508572723025138959474805413248687312262431600952769051,22
73105597759102936784831460892401204790334954755500924053700741410767818206424,22
53544336924346115292090280574000245930817796964663050118225805329940144492259,22
5354521704589339824739871012910630172441364945755429828000377043865020889284,22
22057313967502291203667891063114052145498746008015660939034761023702490122016,22
36127664801887169379867602778307111324401335285581045125079368619928628984568,22
92771765498820467414861588616419010060101376391147019631394512619522262723251,22
110977279512274570009702656178279567526901160902802140538537965930377843374907,21
25578120431182150130948562649609486394805135035922487627814005797711336668223,21
104374716186379810478323259079333480268895242298600798268725777704508768856163,21
25419286848226336303657303025708837207371283226043920512905325401308450889374,21
67677209694274337805607018371690727569252982383512015247861050625401671982893,21
12270919487810354453553601453498526881322838678060482285552122179838759286875,21
64283199246332444968102683330848171642457505187472316950061725603382565661380,21
6298894551703068826283536206818069131741424427091514689028521211295895076904,21
43464940969606448196836143975045390711919667261269146455812016963231869907228,21
84229690139259701568700869331172078698699424247420655719817886625124739500292,20
14027928642194485149031847519558888991860032478276836113258344220718468430812,20
46522152635600425965556177404926938756520997237419906440927327515940862647440,20
63698155520412236456971233215459796938446465656610692216634594160640487704812,20
70452383780060517736767473433273294342078834105362846281636402655889005560774,20
71498769423293017850127235881244755033593905480233268747780057150273632311159,20
82975961575207578552573786118049736924398540938793393062642121938542873110326,20
100702832458572462876194404502467287841270201293514585117925428419356460110797,20
63445616522900392552400288300473568917794592145708448963484923615398181965872,20
62046329314401416044125981124721867432801165639386409609503613304884468647840,20
67105198363615676965533830606996332927631752305606364055595778065678161407823,20
180036592902309705312866168328532857913528501828508119772640646220258066345,20
57865313579612855622296324980874518856223080617938464821367904075206253549608,20
25025100618757672598640020237540501107602620883089390006647246243536151996006,20
97428777915106550631018661609835406291090766714852199198162600437053644449670,20
59658584690542769012530076821443382925080922776161610826294308739513215542694,20
33272825790354646004533947046756896845461650720352451694760559865132752230396,19
54458654983169277622602850155154544252720673954991125755831433320751322230713,19
78867391226938550591332004986680736469177641410588691538624852890365073683830,19
30599656066968215822995465766054522179220458891799083227452253481662598991606,19
1698394942713425816222765813660885133888359617482393347034441912325939901013,19
16905509394016542225626908801391046980670599119142637180835393781300580842792,19
112819968096241993704580737339705486005316462472449692488583452366310482407041,18
41325176529219577507980520869290327533915815180250847630462387022834745448981,18
111600977002705722714736359873162585431113429796918466396446015874224986706015,18
96746391916842450238303217953080358822778115408902796039986585069102181047047,18
31598519174438813559314531222558929582746078351567047922646044003861656445942,18
51330321998451376501920407340616015039517984499622791203093277703563422108873,18
13664329839071890840141827583436871214549106611904936196939140741849151150950,18
2727925549671325652810088205632443750246818305840536083253523738064831835466,18
78631734368123017030659266648507714528876590406941038820546921442303529767892,18
105949229089613733247969199635577453534140989448260568633513154833142564339617,17
51294192219346958729053643771094682302677685083237001007425349950711837060404,17
75597250758312590988927421872973278014308148758908674087106657934416605686294,17
7783166978866039601504513393323642255238130002534876510961071558045390532780,17
112798948544812043725553380599109412770558473212583884872174170312395112158141,17
69531546987820042233164162753665567779046623236404940514416140445567725537715,17
46448541987221115406521438956262739112741801435947023126357155012968339974409,17
16839844197584629595078487140846804285096715019078767370067567299676132861006,17
16749953190336139398840354266306331202234294334659504318835455900311767113799,17
88413384526111485814611189962042034539908343005501533746479116647151465236394,17
91413811731620652991284451738462713107708064351768534464931207685813319749475,17
102244615441993441498344908941536040076140778052100191209354807558429316524311,17
