id,mass,sources,formula_diff
EVODEX.2.1-M64,-32.02622,"EVODEX.2.1-P2159,EVODEX.2.1-P2161,EVODEX.2.1-P2163,EVODEX.2.1-P2170,EVODEX.2.1-P2175,EVODEX.2.1-P3443,EVODEX.2.1-P3567,EVODEX.2.1-P3582,EVODEX.2.1-P3612,EVODEX.2.1-P3626,EVODEX.2.1-P4664,EVODEX.2.1-P4667,EVODEX.2.1-P4668,EVODEX.2.1-P4766,EVODEX.2.1-P4871","{""C"": -1, ""H"": -4, ""O"": -1}"
EVODEX.2.1-M379,-31.04225,"EVODEX.2.1-P5329,EVODEX.2.1-P5526,EVODEX.2.1-P5530,EVODEX.2.1-P5532,EVODEX.2.1-P5537","{""C"": -1, ""H"": -5, ""N"": -1}"
EVODEX.2.1-M53,-27.9949,"EVODEX.2.1-P1272,EVODEX.2.1-P1458,EVODEX.2.1-P1459,EVODEX.2.1-P1462,EVODEX.2.1-P1463,EVODEX.2.1-P276,EVODEX.2.1-P481,EVODEX.2.1-P5635,EVODEX.2.1-P5636,EVODEX.2.1-P5639,EVODEX.2.1-P5640,EVODEX.2.1-P5645,EVODEX.2.1-P5647,EVODEX.2.1-P5652,EVODEX.2.1-P5654,EVODEX.2.1-P5659,EVODEX.2.1-P5661,EVODEX.2.1-P685","{""C"": -1, ""O"": -1}"
EVODEX.2.1-M12,-43.9898,"EVODEX.2.1-P1493,EVODEX.2.1-P1496,EVODEX.2.1-P1510,EVODEX.2.1-P1511,EVODEX.2.1-P1513,EVODEX.2.1-P1518,EVODEX.2.1-P2501,EVODEX.2.1-P2516,EVODEX.2.1-P3376,EVODEX.2.1-P5908,EVODEX.2.1-P5916,EVODEX.2.1-P5919,EVODEX.2.1-P5924,EVODEX.2.1-P5925,EVODEX.2.1-P5929,EVODEX.2.1-P5950,EVODEX.2.1-P5951,EVODEX.2.1-P5956,EVODEX.2.1-P5957,EVODEX.2.1-P5958","{""C"": -1, ""O"": -2}"
EVODEX.2.1-M567,-59.9847,"EVODEX.2.1-P254,EVODEX.2.1-P480,EVODEX.2.1-P482","{""C"": -1, ""O"": -3}"
EVODEX.2.1-M380,-521.1985099999999,"EVODEX.2.1-P4749,EVODEX.2.1-P4753,EVODEX.2.1-P4760,EVODEX.2.1-P4957,EVODEX.2.1-P5052","{""C"": -20, ""H"": -27, ""N"": -9, ""O"": -8}"
EVODEX.2.1-M381,-400.22254,"EVODEX.2.1-P4886,EVODEX.2.1-P4887,EVODEX.2.1-P4888,EVODEX.2.1-P4890,EVODEX.2.1-P4891","{""C"": -20, ""H"": -28, ""N"": -6, ""O"": -3}"
EVODEX.2.1-M382,-460.21854,"EVODEX.2.1-P4759,EVODEX.2.1-P4796,EVODEX.2.1-P4797,EVODEX.2.1-P4958,EVODEX.2.1-P4961","{""C"": -20, ""H"": -28, ""N"": -8, ""O"": -5}"
EVODEX.2.1-M383,-539.20907,"EVODEX.2.1-P4744,EVODEX.2.1-P4750,EVODEX.2.1-P4752,EVODEX.2.1-P4754,EVODEX.2.1-P4756","{""C"": -20, ""H"": -29, ""N"": -9, ""O"": -9}"
EVODEX.2.1-M384,-441.16499000000005,"EVODEX.2.1-P5218,EVODEX.2.1-P5219,EVODEX.2.1-P5220,EVODEX.2.1-P5224,EVODEX.2.1-P5225","{""C"": -21, ""H"": -23, ""N"": -5, ""O"": -6}"
EVODEX.2.1-M385,-459.17554999999993,"EVODEX.2.1-P5216,EVODEX.2.1-P5217,EVODEX.2.1-P5221,EVODEX.2.1-P5222,EVODEX.2.1-P5223","{""C"": -21, ""H"": -25, ""N"": -5, ""O"": -7}"
EVODEX.2.1-M386,-461.23893,"EVODEX.2.1-P4401,EVODEX.2.1-P4621,EVODEX.2.1-P4623,EVODEX.2.1-P4624,EVODEX.2.1-P5197","{""C"": -21, ""H"": -31, ""N"": -7, ""O"": -5}"
EVODEX.2.1-M597,-763.0841599999999,"EVODEX.2.1-P81,EVODEX.2.1-P867","{""C"": -21, ""H"": -32, ""N"": -7, ""O"": -16, ""P"": -3, ""S"": -1}"
EVODEX.2.1-M388,-451.24329000000006,"EVODEX.2.1-P5145,EVODEX.2.1-P5146,EVODEX.2.1-P5147,EVODEX.2.1-P5148,EVODEX.2.1-P5149","{""C"": -21, ""H"": -33, ""N"": -5, ""O"": -6}"
EVODEX.2.1-M180,-669.1385899999999,"EVODEX.2.1-P1657,EVODEX.2.1-P1659,EVODEX.2.1-P1665,EVODEX.2.1-P1670,EVODEX.2.1-P1674","{""C"": -21, ""H"": -33, ""N"": -7, ""O"": -12, ""P"": -2, ""S"": -1}"
EVODEX.2.1-M389,-479.24949000000004,"EVODEX.2.1-P4619,EVODEX.2.1-P4620,EVODEX.2.1-P4622,EVODEX.2.1-P4625,EVODEX.2.1-P5198","{""C"": -21, ""H"": -33, ""N"": -7, ""O"": -6}"
EVODEX.2.1-M65,-749.10492,"EVODEX.2.1-P1615,EVODEX.2.1-P1919,EVODEX.2.1-P1928,EVODEX.2.1-P1932,EVODEX.2.1-P1937,EVODEX.2.1-P1945,EVODEX.2.1-P1951,EVODEX.2.1-P1957,EVODEX.2.1-P1960,EVODEX.2.1-P1962,EVODEX.2.1-P1965,EVODEX.2.1-P3373,EVODEX.2.1-P3717,EVODEX.2.1-P3719,EVODEX.2.1-P6327","{""C"": -21, ""H"": -34, ""N"": -7, ""O"": -15, ""P"": -3, ""S"": -1}"
EVODEX.2.1-M568,-765.0998199999999,"EVODEX.2.1-P724,EVODEX.2.1-P834,EVODEX.2.1-P863","{""C"": -21, ""H"": -34, ""N"": -7, ""O"": -16, ""P"": -3, ""S"": -1}"
EVODEX.2.1-M390,-437.26404999999994,"EVODEX.2.1-P5125,EVODEX.2.1-P5127,EVODEX.2.1-P5130,EVODEX.2.1-P5131,EVODEX.2.1-P5152","{""C"": -21, ""H"": -35, ""N"": -5, ""O"": -5}"
EVODEX.2.1-M9,-767.1154799999999,"EVODEX.2.1-P1528,EVODEX.2.1-P1533,EVODEX.2.1-P1534,EVODEX.2.1-P1539,EVODEX.2.1-P1540,EVODEX.2.1-P1543,EVODEX.2.1-P1546,EVODEX.2.1-P1548,EVODEX.2.1-P1549,EVODEX.2.1-P1552,EVODEX.2.1-P1565,EVODEX.2.1-P1568,EVODEX.2.1-P1569,EVODEX.2.1-P1573,EVODEX.2.1-P1575,EVODEX.2.1-P1579,EVODEX.2.1-P1583,EVODEX.2.1-P1595,EVODEX.2.1-P1600,EVODEX.2.1-P1603,EVODEX.2.1-P1614,EVODEX.2.1-P1629,EVODEX.2.1-P1638,EVODEX.2.1-P1640,EVODEX.2.1-P1642,EVODEX.2.1-P1643,EVODEX.2.1-P1645,EVODEX.2.1-P1648,EVODEX.2.1-P1650,EVODEX.2.1-P1656,EVODEX.2.1-P1664,EVODEX.2.1-P1666,EVODEX.2.1-P1669,EVODEX.2.1-P1695,EVODEX.2.1-P1697,EVODEX.2.1-P1701,EVODEX.2.1-P1702,EVODEX.2.1-P1704,EVODEX.2.1-P1727,EVODEX.2.1-P1735,EVODEX.2.1-P1740,EVODEX.2.1-P1770,EVODEX.2.1-P1775,EVODEX.2.1-P1777,EVODEX.2.1-P1778,EVODEX.2.1-P1780,EVODEX.2.1-P1787,EVODEX.2.1-P1791,EVODEX.2.1-P1792,EVODEX.2.1-P1801,EVODEX.2.1-P1816,EVODEX.2.1-P1827,EVODEX.2.1-P1830,EVODEX.2.1-P1832,EVODEX.2.1-P1838,EVODEX.2.1-P1846,EVODEX.2.1-P1849,EVODEX.2.1-P1850,EVODEX.2.1-P1857,EVODEX.2.1-P1859,EVODEX.2.1-P1864,EVODEX.2.1-P1921,EVODEX.2.1-P1925,EVODEX.2.1-P1929,EVODEX.2.1-P1930,EVODEX.2.1-P1934,EVODEX.2.1-P1946,EVODEX.2.1-P1952,EVODEX.2.1-P1955,EVODEX.2.1-P1964,EVODEX.2.1-P1967,EVODEX.2.1-P3712,EVODEX.2.1-P3714,EVODEX.2.1-P3716,EVODEX.2.1-P5564","{""C"": -21, ""H"": -36, ""N"": -7, ""O"": -16, ""P"": -3, ""S"": -1}"
EVODEX.2.1-M391,-455.27461,"EVODEX.2.1-P5116,EVODEX.2.1-P5128,EVODEX.2.1-P5129,EVODEX.2.1-P5151,EVODEX.2.1-P5154","{""C"": -21, ""H"": -37, ""N"": -5, ""O"": -6}"
EVODEX.2.1-M392,-422.20687999999996,"EVODEX.2.1-P4509,EVODEX.2.1-P4516,EVODEX.2.1-P4520,EVODEX.2.1-P4521,EVODEX.2.1-P4818","{""C"": -22, ""H"": -26, ""N"": -6, ""O"": -3}"
EVODEX.2.1-M393,-811.10528,"EVODEX.2.1-P1741,EVODEX.2.1-P1745,EVODEX.2.1-P1747,EVODEX.2.1-P1753,EVODEX.2.1-P1756","{""C"": -22, ""H"": -36, ""N"": -7, ""O"": -18, ""P"": -3, ""S"": -1}"
EVODEX.2.1-M394,-498.28044,"EVODEX.2.1-P5073,EVODEX.2.1-P5074,EVODEX.2.1-P5075,EVODEX.2.1-P5082,EVODEX.2.1-P5083","{""C"": -22, ""H"": -38, ""N"": -6, ""O"": -7}"
EVODEX.2.1-M395,-485.23893,"EVODEX.2.1-P4819,EVODEX.2.1-P4821,EVODEX.2.1-P4822,EVODEX.2.1-P4823,EVODEX.2.1-P4828","{""C"": -23, ""H"": -31, ""N"": -7, ""O"": -5}"
EVODEX.2.1-M396,-503.24949000000004,"EVODEX.2.1-P4826,EVODEX.2.1-P4827,EVODEX.2.1-P4830,EVODEX.2.1-P4831,EVODEX.2.1-P4836","{""C"": -23, ""H"": -33, ""N"": -7, ""O"": -6}"
EVODEX.2.1-M397,-638.27754,"EVODEX.2.1-P4995,EVODEX.2.1-P4996,EVODEX.2.1-P4998,EVODEX.2.1-P5007,EVODEX.2.1-P5009","{""C"": -25, ""H"": -38, ""N"": -10, ""O"": -10}"
EVODEX.2.1-M398,-656.2881,"EVODEX.2.1-P4993,EVODEX.2.1-P4994,EVODEX.2.1-P5006,EVODEX.2.1-P5180,EVODEX.2.1-P5185","{""C"": -25, ""H"": -40, ""N"": -10, ""O"": -11}"
EVODEX.2.1-M399,-851.1365999999998,"EVODEX.2.1-P3384,EVODEX.2.1-P3389,EVODEX.2.1-P3393,EVODEX.2.1-P3399,EVODEX.2.1-P3403","{""C"": -25, ""H"": -40, ""N"": -7, ""O"": -18, ""P"": -3, ""S"": -1}"
EVODEX.2.1-M400,-516.3176,"EVODEX.2.1-P4999,EVODEX.2.1-P5000,EVODEX.2.1-P5002,EVODEX.2.1-P5003,EVODEX.2.1-P5005","{""C"": -25, ""H"": -40, ""N"": -8, ""O"": -4}"
EVODEX.2.1-M401,-507.21197,"EVODEX.2.1-P5226,EVODEX.2.1-P5227,EVODEX.2.1-P5236,EVODEX.2.1-P5237,EVODEX.2.1-P5238","{""C"": -26, ""H"": -29, ""N"": -5, ""O"": -6}"
EVODEX.2.1-M402,-493.23273,"EVODEX.2.1-P5239,EVODEX.2.1-P5240,EVODEX.2.1-P5241,EVODEX.2.1-P5284,EVODEX.2.1-P5294","{""C"": -26, ""H"": -31, ""N"": -5, ""O"": -5}"
EVODEX.2.1-M403,-620.3034,"EVODEX.2.1-P5283,EVODEX.2.1-P5298,EVODEX.2.1-P5300,EVODEX.2.1-P5305,EVODEX.2.1-P5310","{""C"": -26, ""H"": -40, ""N"": -10, ""O"": -8}"
EVODEX.2.1-M404,-638.31396,"EVODEX.2.1-P5281,EVODEX.2.1-P5282,EVODEX.2.1-P5297,EVODEX.2.1-P5299,EVODEX.2.1-P5309","{""C"": -26, ""H"": -42, ""N"": -10, ""O"": -9}"
EVODEX.2.1-M405,-648.2982999999999,"EVODEX.2.1-P5175,EVODEX.2.1-P5177,EVODEX.2.1-P5179,EVODEX.2.1-P5181,EVODEX.2.1-P5183","{""C"": -27, ""H"": -40, ""N"": -10, ""O"": -9}"
EVODEX.2.1-M406,-666.30886,"EVODEX.2.1-P5174,EVODEX.2.1-P5176,EVODEX.2.1-P5178,EVODEX.2.1-P5182,EVODEX.2.1-P5184","{""C"": -27, ""H"": -42, ""N"": -10, ""O"": -10}"
EVODEX.2.1-M407,-368.34452,"EVODEX.2.1-P3518,EVODEX.2.1-P3520,EVODEX.2.1-P3523,EVODEX.2.1-P3524,EVODEX.2.1-P3528","{""C"": -27, ""H"": -44}"
EVODEX.2.1-M408,-386.35508,"EVODEX.2.1-P3517,EVODEX.2.1-P3519,EVODEX.2.1-P3522,EVODEX.2.1-P3525,EVODEX.2.1-P3526","{""C"": -27, ""H"": -46, ""O"": -1}"
EVODEX.2.1-M409,-639.28811,"EVODEX.2.1-P4716,EVODEX.2.1-P5229,EVODEX.2.1-P5232,EVODEX.2.1-P5233,EVODEX.2.1-P5234","{""C"": -28, ""H"": -37, ""N"": -11, ""O"": -7}"
EVODEX.2.1-M410,-507.28481,"EVODEX.2.1-P4721,EVODEX.2.1-P4722,EVODEX.2.1-P4723,EVODEX.2.1-P4724,EVODEX.2.1-P4725","{""C"": -28, ""H"": -37, ""N"": -5, ""O"": -4}"
EVODEX.2.1-M411,-657.29867,"EVODEX.2.1-P5228,EVODEX.2.1-P5230,EVODEX.2.1-P5231,EVODEX.2.1-P5235,EVODEX.2.1-P5242","{""C"": -28, ""H"": -39, ""N"": -11, ""O"": -8}"
EVODEX.2.1-M412,-530.2167,"EVODEX.2.1-P4902,EVODEX.2.1-P4905,EVODEX.2.1-P4908,EVODEX.2.1-P4910,EVODEX.2.1-P4912","{""C"": -29, ""H"": -30, ""N"": -4, ""O"": -6}"
EVODEX.2.1-M413,-75.97162999999999,"EVODEX.2.1-P4347,EVODEX.2.1-P5430,EVODEX.2.1-P5435,EVODEX.2.1-P5436,EVODEX.2.1-P5445","{""C"": -2, ""Cl"": -1, ""H"": -1, ""O"": -1}"
EVODEX.2.1-M35,-42.01056,"EVODEX.2.1-P1620,EVODEX.2.1-P1785,EVODEX.2.1-P3473,EVODEX.2.1-P3478,EVODEX.2.1-P3530,EVODEX.2.1-P3596,EVODEX.2.1-P3598,EVODEX.2.1-P3641,EVODEX.2.1-P3643,EVODEX.2.1-P3644,EVODEX.2.1-P3646,EVODEX.2.1-P3649,EVODEX.2.1-P3656,EVODEX.2.1-P3657,EVODEX.2.1-P3659,EVODEX.2.1-P3661,EVODEX.2.1-P5367,EVODEX.2.1-P5420,EVODEX.2.1-P5425,EVODEX.2.1-P5558,EVODEX.2.1-P5559","{""C"": -2, ""H"": -2, ""O"": -1}"
EVODEX.2.1-M415,-74.00036,"EVODEX.2.1-P2405,EVODEX.2.1-P2739,EVODEX.2.1-P2743,EVODEX.2.1-P2748,EVODEX.2.1-P2754","{""C"": -2, ""H"": -2, ""O"": -3}"
EVODEX.2.1-M66,-57.02149,"EVODEX.2.1-P4161,EVODEX.2.1-P4179,EVODEX.2.1-P4307,EVODEX.2.1-P4321,EVODEX.2.1-P4322,EVODEX.2.1-P4325,EVODEX.2.1-P4331,EVODEX.2.1-P4350,EVODEX.2.1-P4354,EVODEX.2.1-P4428,EVODEX.2.1-P4455,EVODEX.2.1-P4485,EVODEX.2.1-P5505,EVODEX.2.1-P7073,EVODEX.2.1-P7106","{""C"": -2, ""H"": -3, ""N"": -1, ""O"": -1}"
EVODEX.2.1-M416,-28.03132,"EVODEX.2.1-P3417,EVODEX.2.1-P3418,EVODEX.2.1-P3586,EVODEX.2.1-P4363,EVODEX.2.1-P4563","{""C"": -2, ""H"": -4}"
EVODEX.2.1-M181,-44.02622,"EVODEX.2.1-P3569,EVODEX.2.1-P3572,EVODEX.2.1-P3682,EVODEX.2.1-P3683,EVODEX.2.1-P6027,EVODEX.2.1-P6031,EVODEX.2.1-P6032","{""C"": -2, ""H"": -4, ""O"": -1}"
EVODEX.2.1-M48,-60.021119999999996,"EVODEX.2.1-P2289,EVODEX.2.1-P2302,EVODEX.2.1-P2304,EVODEX.2.1-P2307,EVODEX.2.1-P2315,EVODEX.2.1-P3475,EVODEX.2.1-P3477,EVODEX.2.1-P3479,EVODEX.2.1-P3484,EVODEX.2.1-P3597,EVODEX.2.1-P3642,EVODEX.2.1-P3645,EVODEX.2.1-P3647,EVODEX.2.1-P3648,EVODEX.2.1-P3650,EVODEX.2.1-P3658","{""C"": -2, ""H"": -4, ""O"": -2}"
EVODEX.2.1-M417,-43.042249999999996,"EVODEX.2.1-P3728,EVODEX.2.1-P3812,EVODEX.2.1-P3819,EVODEX.2.1-P3821,EVODEX.2.1-P3822","{""C"": -2, ""H"": -5, ""N"": -1}"
EVODEX.2.1-M67,-75.03205,"EVODEX.2.1-P2474,EVODEX.2.1-P2608,EVODEX.2.1-P2742,EVODEX.2.1-P2746,EVODEX.2.1-P2749,EVODEX.2.1-P4150,EVODEX.2.1-P4153,EVODEX.2.1-P4219,EVODEX.2.1-P4449,EVODEX.2.1-P5502,EVODEX.2.1-P6037,EVODEX.2.1-P6041,EVODEX.2.1-P6044,EVODEX.2.1-P6055,EVODEX.2.1-P6056","{""C"": -2, ""H"": -5, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M418,-107.00415,"EVODEX.2.1-P5501,EVODEX.2.1-P5504,EVODEX.2.1-P5506,EVODEX.2.1-P5509,EVODEX.2.1-P5510","{""C"": -2, ""H"": -5, ""N"": -1, ""O"": -2, ""S"": -1}"
EVODEX.2.1-M625,-139.98745,EVODEX.2.1-P6284,"{""C"": -2, ""H"": -5, ""O"": -5, ""P"": -1}"
EVODEX.2.1-M95,-46.04188,"EVODEX.2.1-P3421,EVODEX.2.1-P3472,EVODEX.2.1-P3536,EVODEX.2.1-P3608,EVODEX.2.1-P3662,EVODEX.2.1-P4258,EVODEX.2.1-P4876,EVODEX.2.1-P4877,EVODEX.2.1-P5015,EVODEX.2.1-P5107,EVODEX.2.1-P5109","{""C"": -2, ""H"": -6, ""O"": -1}"
EVODEX.2.1-M419,-125.01471,"EVODEX.2.1-P5499,EVODEX.2.1-P5500,EVODEX.2.1-P5503,EVODEX.2.1-P5508,EVODEX.2.1-P5552","{""C"": -2, ""H"": -7, ""N"": -1, ""O"": -3, ""S"": -1}"
EVODEX.2.1-M420,-698.31396,"EVODEX.2.1-P5214,EVODEX.2.1-P5266,EVODEX.2.1-P5268,EVODEX.2.1-P5270,EVODEX.2.1-P5273","{""C"": -31, ""H"": -42, ""N"": -10, ""O"": -9}"
EVODEX.2.1-M421,-726.32016,"EVODEX.2.1-P5199,EVODEX.2.1-P5203,EVODEX.2.1-P5205,EVODEX.2.1-P5206,EVODEX.2.1-P5215","{""C"": -31, ""H"": -42, ""N"": -12, ""O"": -9}"
EVODEX.2.1-M422,-578.32196,"EVODEX.2.1-P5200,EVODEX.2.1-P5209,EVODEX.2.1-P5210,EVODEX.2.1-P5211,EVODEX.2.1-P5212","{""C"": -31, ""H"": -42, ""N"": -6, ""O"": -5}"
EVODEX.2.1-M423,-716.32452,"EVODEX.2.1-P5213,EVODEX.2.1-P5267,EVODEX.2.1-P5269,EVODEX.2.1-P5271,EVODEX.2.1-P5272","{""C"": -31, ""H"": -44, ""N"": -10, ""O"": -10}"
EVODEX.2.1-M424,-744.3307199999999,"EVODEX.2.1-P5201,EVODEX.2.1-P5202,EVODEX.2.1-P5204,EVODEX.2.1-P5207,EVODEX.2.1-P5208","{""C"": -31, ""H"": -44, ""N"": -12, ""O"": -10}"
EVODEX.2.1-M425,-614.34308,"EVODEX.2.1-P4626,EVODEX.2.1-P4627,EVODEX.2.1-P4628,EVODEX.2.1-P4629,EVODEX.2.1-P4630","{""C"": -31, ""H"": -46, ""N"": -6, ""O"": -7}"
EVODEX.2.1-M426,-1096.1681399999998,"EVODEX.2.1-P6191,EVODEX.2.1-P6194,EVODEX.2.1-P6202,EVODEX.2.1-P6233,EVODEX.2.1-P6236","{""C"": -31, ""H"": -48, ""N"": -12, ""O"": -22, ""P"": -4, ""S"": -1}"
EVODEX.2.1-M427,-1176.1344699999997,"EVODEX.2.1-P6269,EVODEX.2.1-P6271,EVODEX.2.1-P6275,EVODEX.2.1-P6338,EVODEX.2.1-P6345","{""C"": -31, ""H"": -49, ""N"": -12, ""O"": -25, ""P"": -5, ""S"": -1}"
EVODEX.2.1-M428,-649.33399,"EVODEX.2.1-P5285,EVODEX.2.1-P5288,EVODEX.2.1-P5289,EVODEX.2.1-P5291,EVODEX.2.1-P5296","{""C"": -32, ""H"": -43, ""N"": -9, ""O"": -6}"
EVODEX.2.1-M429,-859.4526500000001,"EVODEX.2.1-P5118,EVODEX.2.1-P5119,EVODEX.2.1-P5121,EVODEX.2.1-P5122,EVODEX.2.1-P5142","{""C"": -35, ""H"": -65, ""N"": -13, ""O"": -8, ""S"": -2}"
EVODEX.2.1-M430,-877.46321,"EVODEX.2.1-P5117,EVODEX.2.1-P5120,EVODEX.2.1-P5123,EVODEX.2.1-P5143,EVODEX.2.1-P5144","{""C"": -35, ""H"": -67, ""N"": -13, ""O"": -9, ""S"": -2}"
EVODEX.2.1-M431,-823.37297,"EVODEX.2.1-P4693,EVODEX.2.1-P5316,EVODEX.2.1-P5318,EVODEX.2.1-P5319,EVODEX.2.1-P5321","{""C"": -36, ""H"": -49, ""N"": -13, ""O"": -10}"
EVODEX.2.1-M432,-841.3835300000001,"EVODEX.2.1-P5245,EVODEX.2.1-P5315,EVODEX.2.1-P5317,EVODEX.2.1-P5320,EVODEX.2.1-P5322","{""C"": -36, ""H"": -51, ""N"": -13, ""O"": -11}"
EVODEX.2.1-M433,-793.3988300000001,"EVODEX.2.1-P5032,EVODEX.2.1-P5033,EVODEX.2.1-P5034,EVODEX.2.1-P5035,EVODEX.2.1-P5036","{""C"": -36, ""H"": -51, ""N"": -13, ""O"": -8}"
EVODEX.2.1-M434,-782.39662,"EVODEX.2.1-P5186,EVODEX.2.1-P5187,EVODEX.2.1-P5188,EVODEX.2.1-P5189,EVODEX.2.1-P5190","{""C"": -38, ""H"": -54, ""N"": -8, ""O"": -10}"
EVODEX.2.1-M435,-777.42905,"EVODEX.2.1-P5286,EVODEX.2.1-P5287,EVODEX.2.1-P5290,EVODEX.2.1-P5292,EVODEX.2.1-P5295","{""C"": -38, ""H"": -55, ""N"": -11, ""O"": -7}"
EVODEX.2.1-M436,-830.47676,"EVODEX.2.1-P5191,EVODEX.2.1-P5193,EVODEX.2.1-P5194,EVODEX.2.1-P5195,EVODEX.2.1-P5196","{""C"": -38, ""H"": -62, ""N"": -12, ""O"": -9}"
EVODEX.2.1-M437,-889.48879,"EVODEX.2.1-P5280,EVODEX.2.1-P5303,EVODEX.2.1-P5304,EVODEX.2.1-P5307,EVODEX.2.1-P5308","{""C"": -38, ""H"": -63, ""N"": -15, ""O"": -10}"
EVODEX.2.1-M438,-907.49935,"EVODEX.2.1-P5279,EVODEX.2.1-P5293,EVODEX.2.1-P5301,EVODEX.2.1-P5302,EVODEX.2.1-P5306","{""C"": -38, ""H"": -65, ""N"": -15, ""O"": -11}"
EVODEX.2.1-M440,-70.00546,"EVODEX.2.1-P5858,EVODEX.2.1-P5861,EVODEX.2.1-P5865,EVODEX.2.1-P5871,EVODEX.2.1-P5873","{""C"": -3, ""H"": -2, ""O"": -2}"
EVODEX.2.1-M442,-56.02622,"EVODEX.2.1-P1726,EVODEX.2.1-P5428,EVODEX.2.1-P5447,EVODEX.2.1-P5556,EVODEX.2.1-P5563","{""C"": -3, ""H"": -4, ""O"": -1}"
EVODEX.2.1-M443,-72.02112,"EVODEX.2.1-P1213,EVODEX.2.1-P1226,EVODEX.2.1-P1232,EVODEX.2.1-P1251,EVODEX.2.1-P979","{""C"": -3, ""H"": -4, ""O"": -2}"
EVODEX.2.1-M36,-88.01602,"EVODEX.2.1-P2323,EVODEX.2.1-P2434,EVODEX.2.1-P2436,EVODEX.2.1-P2441,EVODEX.2.1-P2451,EVODEX.2.1-P2518,EVODEX.2.1-P2519,EVODEX.2.1-P2522,EVODEX.2.1-P2579,EVODEX.2.1-P2587,EVODEX.2.1-P2684,EVODEX.2.1-P2941,EVODEX.2.1-P2943,EVODEX.2.1-P2946,EVODEX.2.1-P2951,EVODEX.2.1-P5857,EVODEX.2.1-P5863,EVODEX.2.1-P5867,EVODEX.2.1-P5870,EVODEX.2.1-P5872,EVODEX.2.1-P5952,EVODEX.2.1-P6063,EVODEX.2.1-P6064,EVODEX.2.1-P6068,EVODEX.2.1-P6075","{""C"": -3, ""H"": -4, ""O"": -3}"
EVODEX.2.1-M68,-71.03715,"EVODEX.2.1-P4170,EVODEX.2.1-P4181,EVODEX.2.1-P4184,EVODEX.2.1-P4190,EVODEX.2.1-P4259,EVODEX.2.1-P4260,EVODEX.2.1-P4266,EVODEX.2.1-P4275,EVODEX.2.1-P4337,EVODEX.2.1-P4341,EVODEX.2.1-P4362,EVODEX.2.1-P4436,EVODEX.2.1-P4448,EVODEX.2.1-P4504,EVODEX.2.1-P4915","{""C"": -3, ""H"": -5, ""N"": -1, ""O"": -1}"
EVODEX.2.1-M69,-87.03205,"EVODEX.2.1-P4139,EVODEX.2.1-P4157,EVODEX.2.1-P4291,EVODEX.2.1-P4333,EVODEX.2.1-P4361,EVODEX.2.1-P4542,EVODEX.2.1-P4914,EVODEX.2.1-P4934,EVODEX.2.1-P5400,EVODEX.2.1-P5410,EVODEX.2.1-P6135,EVODEX.2.1-P6138,EVODEX.2.1-P6140,EVODEX.2.1-P6141,EVODEX.2.1-P6142","{""C"": -3, ""H"": -5, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M444,-74.03678,"EVODEX.2.1-P3411,EVODEX.2.1-P3413,EVODEX.2.1-P3416,EVODEX.2.1-P3580,EVODEX.2.1-P3588","{""C"": -3, ""H"": -6, ""O"": -2}"
EVODEX.2.1-M445,-90.03168,"EVODEX.2.1-P5997,EVODEX.2.1-P5998,EVODEX.2.1-P5999,EVODEX.2.1-P6019,EVODEX.2.1-P6022","{""C"": -3, ""H"": -6, ""O"": -3}"
EVODEX.2.1-M70,-89.04771000000001,"EVODEX.2.1-P2437,EVODEX.2.1-P2440,EVODEX.2.1-P2442,EVODEX.2.1-P2484,EVODEX.2.1-P2486,EVODEX.2.1-P2487,EVODEX.2.1-P2491,EVODEX.2.1-P2492,EVODEX.2.1-P2584,EVODEX.2.1-P2802,EVODEX.2.1-P4435,EVODEX.2.1-P4437,EVODEX.2.1-P4537,EVODEX.2.1-P4538,EVODEX.2.1-P5507","{""C"": -3, ""H"": -7, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M446,-105.04261,"EVODEX.2.1-P4374,EVODEX.2.1-P4392,EVODEX.2.1-P4519,EVODEX.2.1-P4541,EVODEX.2.1-P5399","{""C"": -3, ""H"": -7, ""N"": -1, ""O"": -3}"
EVODEX.2.1-M131,-169.99801,"EVODEX.2.1-P1491,EVODEX.2.1-P1505,EVODEX.2.1-P1506,EVODEX.2.1-P1507,EVODEX.2.1-P1508,EVODEX.2.1-P6002,EVODEX.2.1-P6005,EVODEX.2.1-P6006,EVODEX.2.1-P6011,EVODEX.2.1-P6014","{""C"": -3, ""H"": -7, ""O"": -6, ""P"": -1}"
EVODEX.2.1-M447,-92.04733999999999,"EVODEX.2.1-P3410,EVODEX.2.1-P3412,EVODEX.2.1-P3415,EVODEX.2.1-P3445,EVODEX.2.1-P3587","{""C"": -3, ""H"": -8, ""O"": -3}"
EVODEX.2.1-M448,-832.43488,"EVODEX.2.1-P5086,EVODEX.2.1-P5087,EVODEX.2.1-P5088,EVODEX.2.1-P5091,EVODEX.2.1-P5092","{""C"": -40, ""H"": -56, ""N"": -12, ""O"": -8}"
EVODEX.2.1-M449,-850.44544,"EVODEX.2.1-P5084,EVODEX.2.1-P5085,EVODEX.2.1-P5089,EVODEX.2.1-P5090,EVODEX.2.1-P5093","{""C"": -40, ""H"": -58, ""N"": -12, ""O"": -9}"
