id,mass,sources,formula_diff
EVODEX.2.1-M252,74.00036,"EVODEX.2.1-P2472,EVODEX.2.1-P2477,EVODEX.2.1-P2511,EVODEX.2.1-P2750,EVODEX.2.1-P2753","{""C"": 2, ""H"": 2, ""O"": 3}"
EVODEX.2.1-M103,57.02149,"EVODEX.2.1-P1825,EVODEX.2.1-P1826,EVODEX.2.1-P1888,EVODEX.2.1-P3625,EVODEX.2.1-P6514,EVODEX.2.1-P6702,EVODEX.2.1-P6705,EVODEX.2.1-P6988,EVODEX.2.1-P7066,EVODEX.2.1-P7104","{""C"": 2, ""H"": 3, ""N"": 1, ""O"": 1}"
EVODEX.2.1-M536,44.02622,"EVODEX.2.1-P1509,EVODEX.2.1-P6030,EVODEX.2.1-P6035,EVODEX.2.1-P6036","{""C"": 2, ""H"": 4, ""O"": 1}"
EVODEX.2.1-M52,60.021119999999996,"EVODEX.2.1-P1494,EVODEX.2.1-P1495,EVODEX.2.1-P1497,EVODEX.2.1-P1500,EVODEX.2.1-P1503,EVODEX.2.1-P1920,EVODEX.2.1-P1923,EVODEX.2.1-P1933,EVODEX.2.1-P1938,EVODEX.2.1-P1942,EVODEX.2.1-P2297,EVODEX.2.1-P2309,EVODEX.2.1-P2311,EVODEX.2.1-P2314,EVODEX.2.1-P2321","{""C"": 2, ""H"": 4, ""O"": 2}"
EVODEX.2.1-M54,75.03205,"EVODEX.2.1-P1514,EVODEX.2.1-P1515,EVODEX.2.1-P1516,EVODEX.2.1-P1553,EVODEX.2.1-P1555,EVODEX.2.1-P1675,EVODEX.2.1-P1783,EVODEX.2.1-P1784,EVODEX.2.1-P2725,EVODEX.2.1-P2737,EVODEX.2.1-P2740,EVODEX.2.1-P2744,EVODEX.2.1-P2747,EVODEX.2.1-P6026,EVODEX.2.1-P6058","{""C"": 2, ""H"": 5, ""N"": 1, ""O"": 2}"
EVODEX.2.1-M584,139.98745,"EVODEX.2.1-P6285,EVODEX.2.1-P6287","{""C"": 2, ""H"": 5, ""O"": 5, ""P"": 1}"
EVODEX.2.1-M253,46.04188,"EVODEX.2.1-P3609,EVODEX.2.1-P5018,EVODEX.2.1-P5101,EVODEX.2.1-P5102,EVODEX.2.1-P5104","{""C"": 2, ""H"": 6, ""O"": 1}"
EVODEX.2.1-M254,532.33386,"EVODEX.2.1-P2328,EVODEX.2.1-P2331,EVODEX.2.1-P2335,EVODEX.2.1-P2337,EVODEX.2.1-P2338","{""C"": 31, ""H"": 42, ""N"": 6, ""O"": 2, ""P"": -2, ""S"": 2}"
EVODEX.2.1-M255,710.27708,"EVODEX.2.1-P2327,EVODEX.2.1-P2332,EVODEX.2.1-P2333,EVODEX.2.1-P2334,EVODEX.2.1-P2336","{""C"": 31, ""H"": 46, ""N"": 6, ""O"": 9, ""S"": 2}"
EVODEX.2.1-M256,1096.1681399999998,"EVODEX.2.1-P6246,EVODEX.2.1-P6297,EVODEX.2.1-P6298,EVODEX.2.1-P6309,EVODEX.2.1-P6368","{""C"": 31, ""H"": 48, ""N"": 12, ""O"": 22, ""P"": 4, ""S"": 1}"
EVODEX.2.1-M257,1176.1344699999997,"EVODEX.2.1-P6257,EVODEX.2.1-P6281,EVODEX.2.1-P6356,EVODEX.2.1-P6361,EVODEX.2.1-P6374","{""C"": 31, ""H"": 49, ""N"": 12, ""O"": 25, ""P"": 5, ""S"": 1}"
EVODEX.2.1-M258,1192.1293699999999,"EVODEX.2.1-P6239,EVODEX.2.1-P6322,EVODEX.2.1-P6324,EVODEX.2.1-P6326,EVODEX.2.1-P6333","{""C"": 31, ""H"": 49, ""N"": 12, ""O"": 26, ""P"": 5, ""S"": 1}"
EVODEX.2.1-M259,86.00036,"EVODEX.2.1-P1537,EVODEX.2.1-P1538,EVODEX.2.1-P1622,EVODEX.2.1-P1623,EVODEX.2.1-P1692","{""C"": 3, ""H"": 2, ""O"": 3}"
EVODEX.2.1-M262,56.02622,"EVODEX.2.1-P1519,EVODEX.2.1-P1609,EVODEX.2.1-P1627,EVODEX.2.1-P1730,EVODEX.2.1-P5541","{""C"": 3, ""H"": 4, ""O"": 1}"
EVODEX.2.1-M263,72.02112,"EVODEX.2.1-P1215,EVODEX.2.1-P1217,EVODEX.2.1-P1224,EVODEX.2.1-P1231,EVODEX.2.1-P1259","{""C"": 3, ""H"": 4, ""O"": 2}"
EVODEX.2.1-M44,88.01602,"EVODEX.2.1-P2324,EVODEX.2.1-P2428,EVODEX.2.1-P2429,EVODEX.2.1-P2430,EVODEX.2.1-P2453,EVODEX.2.1-P2489,EVODEX.2.1-P2494,EVODEX.2.1-P2495,EVODEX.2.1-P2600,EVODEX.2.1-P2696,EVODEX.2.1-P2815,EVODEX.2.1-P2942,EVODEX.2.1-P2945,EVODEX.2.1-P2949,EVODEX.2.1-P2953,EVODEX.2.1-P5953,EVODEX.2.1-P6023,EVODEX.2.1-P6065,EVODEX.2.1-P6066,EVODEX.2.1-P6074","{""C"": 3, ""H"": 4, ""O"": 3}"
EVODEX.2.1-M60,71.03715,"EVODEX.2.1-P3624,EVODEX.2.1-P4265,EVODEX.2.1-P4579,EVODEX.2.1-P6461,EVODEX.2.1-P6465,EVODEX.2.1-P6517,EVODEX.2.1-P6634,EVODEX.2.1-P6714,EVODEX.2.1-P6717,EVODEX.2.1-P6724,EVODEX.2.1-P6727,EVODEX.2.1-P6763,EVODEX.2.1-P6882,EVODEX.2.1-P6965,EVODEX.2.1-P6970","{""C"": 3, ""H"": 5, ""N"": 1, ""O"": 1}"
EVODEX.2.1-M264,103.00925,"EVODEX.2.1-P6653,EVODEX.2.1-P6654,EVODEX.2.1-P6955,EVODEX.2.1-P7020,EVODEX.2.1-P7074","{""C"": 3, ""H"": 5, ""N"": 1, ""O"": 1, ""S"": 1}"
EVODEX.2.1-M104,87.03205,"EVODEX.2.1-P2290,EVODEX.2.1-P2291,EVODEX.2.1-P2294,EVODEX.2.1-P2296,EVODEX.2.1-P6143,EVODEX.2.1-P6712,EVODEX.2.1-P6779,EVODEX.2.1-P6815,EVODEX.2.1-P6873,EVODEX.2.1-P7067","{""C"": 3, ""H"": 5, ""N"": 1, ""O"": 2}"
EVODEX.2.1-M265,90.03168,"EVODEX.2.1-P5991,EVODEX.2.1-P5996,EVODEX.2.1-P6000,EVODEX.2.1-P6016,EVODEX.2.1-P6021","{""C"": 3, ""H"": 6, ""O"": 3}"
EVODEX.2.1-M266,57.05791000000001,"EVODEX.2.1-P2207,EVODEX.2.1-P2209,EVODEX.2.1-P2235,EVODEX.2.1-P2252,EVODEX.2.1-P2253","{""C"": 3, ""H"": 7, ""N"": 1}"
EVODEX.2.1-M41,89.04771000000001,"EVODEX.2.1-P2435,EVODEX.2.1-P2438,EVODEX.2.1-P2443,EVODEX.2.1-P2452,EVODEX.2.1-P2517,EVODEX.2.1-P2521,EVODEX.2.1-P2523,EVODEX.2.1-P2580,EVODEX.2.1-P2671,EVODEX.2.1-P2695","{""C"": 3, ""H"": 7, ""N"": 1, ""O"": 2}"
EVODEX.2.1-M170,105.04261,"EVODEX.2.1-P2914,EVODEX.2.1-P3298,EVODEX.2.1-P3299,EVODEX.2.1-P3300,EVODEX.2.1-P3302","{""C"": 3, ""H"": 7, ""N"": 1, ""O"": 3}"
EVODEX.2.1-M183,169.99801,"EVODEX.2.1-P1732,EVODEX.2.1-P5994,EVODEX.2.1-P6003,EVODEX.2.1-P6004,EVODEX.2.1-P6008,EVODEX.2.1-P6012","{""C"": 3, ""H"": 7, ""O"": 6, ""P"": 1}"
EVODEX.2.1-M267,185.99291000000002,"EVODEX.2.1-P3067,EVODEX.2.1-P3068,EVODEX.2.1-P3069,EVODEX.2.1-P3070,EVODEX.2.1-P3071","{""C"": 3, ""H"": 7, ""O"": 7, ""P"": 1}"
EVODEX.2.1-M537,172.01367000000002,"EVODEX.2.1-P1590,EVODEX.2.1-P1591,EVODEX.2.1-P1593,EVODEX.2.1-P1685","{""C"": 3, ""H"": 9, ""O"": 6, ""P"": 1}"
EVODEX.2.1-M268,522.6300399999999,"EVODEX.2.1-P3281,EVODEX.2.1-P3286,EVODEX.2.1-P3289,EVODEX.2.1-P3293,EVODEX.2.1-P3295","{""C"": 46, ""H"": 78, ""N"": -2, ""O"": -5}"
EVODEX.2.1-M269,132.00582,"EVODEX.2.1-P2528,EVODEX.2.1-P2536,EVODEX.2.1-P2675,EVODEX.2.1-P2785,EVODEX.2.1-P2803","{""C"": 4, ""H"": 4, ""O"": 5}"
EVODEX.2.1-M270,131.02185,"EVODEX.2.1-P2461,EVODEX.2.1-P2463,EVODEX.2.1-P2470,EVODEX.2.1-P2471,EVODEX.2.1-P2620","{""C"": 4, ""H"": 5, ""N"": 1, ""O"": 4}"
EVODEX.2.1-M273,70.04187999999999,"EVODEX.2.1-P1634,EVODEX.2.1-P1835,EVODEX.2.1-P1836,EVODEX.2.1-P1837,EVODEX.2.1-P3679","{""C"": 4, ""H"": 6, ""O"": 1}"
EVODEX.2.1-M26,102.03168,"EVODEX.2.1-P2407,EVODEX.2.1-P2589,EVODEX.2.1-P2604,EVODEX.2.1-P2770,EVODEX.2.1-P2774,EVODEX.2.1-P3385,EVODEX.2.1-P3386,EVODEX.2.1-P3394,EVODEX.2.1-P3400,EVODEX.2.1-P3404","{""C"": 4, ""H"": 6, ""O"": 3}"
EVODEX.2.1-M274,118.02658,"EVODEX.2.1-P3352,EVODEX.2.1-P3363,EVODEX.2.1-P3365,EVODEX.2.1-P3366,EVODEX.2.1-P3367","{""C"": 4, ""H"": 6, ""O"": 4}"
EVODEX.2.1-M275,85.05281000000001,"EVODEX.2.1-P6605,EVODEX.2.1-P6638,EVODEX.2.1-P6643,EVODEX.2.1-P6689,EVODEX.2.1-P7071","{""C"": 4, ""H"": 7, ""N"": 1, ""O"": 1}"
EVODEX.2.1-M105,101.04771000000001,"EVODEX.2.1-P2303,EVODEX.2.1-P2312,EVODEX.2.1-P2316,EVODEX.2.1-P2318,EVODEX.2.1-P2322,EVODEX.2.1-P6620,EVODEX.2.1-P6780,EVODEX.2.1-P6852,EVODEX.2.1-P6879,EVODEX.2.1-P6960","{""C"": 4, ""H"": 7, ""N"": 1, ""O"": 2}"
EVODEX.2.1-M276,133.03751,"EVODEX.2.1-P2409,EVODEX.2.1-P2532,EVODEX.2.1-P2780,EVODEX.2.1-P2781,EVODEX.2.1-P2787","{""C"": 4, ""H"": 7, ""N"": 1, ""O"": 4}"
EVODEX.2.1-M279,846.66593,"EVODEX.2.1-P3282,EVODEX.2.1-P3284,EVODEX.2.1-P3290,EVODEX.2.1-P3296,EVODEX.2.1-P3297","{""C"": 55, ""H"": 91, ""O"": 4, ""P"": 1}"
EVODEX.2.1-M587,227.01950000000002,"EVODEX.2.1-P6379,EVODEX.2.1-P6399","{""C"": 5, ""H"": 10, ""N"": 1, ""O"": 7, ""P"": 1}"
EVODEX.2.1-M93,146.0692,"EVODEX.2.1-P2444,EVODEX.2.1-P2458,EVODEX.2.1-P2716,EVODEX.2.1-P2727,EVODEX.2.1-P2735","{""C"": 5, ""H"": 10, ""N"": 2, ""O"": 3}"
EVODEX.2.1-M171,117.07903,"EVODEX.2.1-P2525,EVODEX.2.1-P2559,EVODEX.2.1-P2566,EVODEX.2.1-P2594,EVODEX.2.1-P2730","{""C"": 5, ""H"": 11, ""N"": 1, ""O"": 2}"
EVODEX.2.1-M280,230.01913,"EVODEX.2.1-P2860,EVODEX.2.1-P2908,EVODEX.2.1-P3154,EVODEX.2.1-P3155,EVODEX.2.1-P3160","{""C"": 5, ""H"": 11, ""O"": 8, ""P"": 1}"
EVODEX.2.1-M557,82.04188,"EVODEX.2.1-P1641,EVODEX.2.1-P1646,EVODEX.2.1-P1647","{""C"": 5, ""H"": 6, ""O"": 1}"
EVODEX.2.1-M282,130.02658,"EVODEX.2.1-P2656,EVODEX.2.1-P2659,EVODEX.2.1-P2662,EVODEX.2.1-P2668,EVODEX.2.1-P2670","{""C"": 5, ""H"": 6, ""O"": 4}"
EVODEX.2.1-M61,146.02148,"EVODEX.2.1-P2414,EVODEX.2.1-P2426,EVODEX.2.1-P2427,EVODEX.2.1-P2432,EVODEX.2.1-P2456,EVODEX.2.1-P2510,EVODEX.2.1-P2529,EVODEX.2.1-P2540,EVODEX.2.1-P2573,EVODEX.2.1-P2585,EVODEX.2.1-P2681,EVODEX.2.1-P2708,EVODEX.2.1-P2760,EVODEX.2.1-P2805,EVODEX.2.1-P2813","{""C"": 5, ""H"": 6, ""O"": 5}"
EVODEX.2.1-M283,97.05281000000001,"EVODEX.2.1-P4250,EVODEX.2.1-P4264,EVODEX.2.1-P4268,EVODEX.2.1-P6862,EVODEX.2.1-P6866","{""C"": 5, ""H"": 7, ""N"": 1, ""O"": 1}"
EVODEX.2.1-M86,129.04261,"EVODEX.2.1-P1872,EVODEX.2.1-P1876,EVODEX.2.1-P1892,EVODEX.2.1-P6553,EVODEX.2.1-P6560,EVODEX.2.1-P6563,EVODEX.2.1-P6567,EVODEX.2.1-P6583,EVODEX.2.1-P6608,EVODEX.2.1-P6656","{""C"": 5, ""H"": 7, ""N"": 1, ""O"": 3}"
EVODEX.2.1-M284,145.03751,"EVODEX.2.1-P2479,EVODEX.2.1-P2482,EVODEX.2.1-P2687,EVODEX.2.1-P2690,EVODEX.2.1-P2723","{""C"": 5, ""H"": 7, ""N"": 1, ""O"": 4}"
EVODEX.2.1-M45,68.06264,"EVODEX.2.1-P2212,EVODEX.2.1-P2216,EVODEX.2.1-P2218,EVODEX.2.1-P2220,EVODEX.2.1-P2223,EVODEX.2.1-P2226,EVODEX.2.1-P2233,EVODEX.2.1-P2238,EVODEX.2.1-P2268,EVODEX.2.1-P2274,EVODEX.2.1-P2275,EVODEX.2.1-P2277,EVODEX.2.1-P2279,EVODEX.2.1-P2391,EVODEX.2.1-P2393,EVODEX.2.1-P2395,EVODEX.2.1-P2396,EVODEX.2.1-P2398,EVODEX.2.1-P2399,EVODEX.2.1-P2402","{""C"": 5, ""H"": 8}"
EVODEX.2.1-M285,128.05864,"EVODEX.2.1-P6730,EVODEX.2.1-P6801,EVODEX.2.1-P6805,EVODEX.2.1-P6808,EVODEX.2.1-P7034","{""C"": 5, ""H"": 8, ""N"": 2, ""O"": 2}"
EVODEX.2.1-M589,84.05754,"EVODEX.2.1-P1631,EVODEX.2.1-P1706","{""C"": 5, ""H"": 8, ""O"": 1}"
EVODEX.2.1-M286,116.04733999999999,"EVODEX.2.1-P2448,EVODEX.2.1-P2558,EVODEX.2.1-P2612,EVODEX.2.1-P2614,EVODEX.2.1-P2729","{""C"": 5, ""H"": 8, ""O"": 3}"
EVODEX.2.1-M287,148.01944,"EVODEX.2.1-P2514,EVODEX.2.1-P2617,EVODEX.2.1-P2701,EVODEX.2.1-P2702,EVODEX.2.1-P2704","{""C"": 5, ""H"": 8, ""O"": 3, ""S"": 1}"
EVODEX.2.1-M288,132.04224,"EVODEX.2.1-P2111,EVODEX.2.1-P2112,EVODEX.2.1-P2179,EVODEX.2.1-P2181,EVODEX.2.1-P2182","{""C"": 5, ""H"": 8, ""O"": 4}"
EVODEX.2.1-M289,99.06847,"EVODEX.2.1-P6753,EVODEX.2.1-P6849,EVODEX.2.1-P6880,EVODEX.2.1-P6917,EVODEX.2.1-P6936","{""C"": 5, ""H"": 9, ""N"": 1, ""O"": 1}"
EVODEX.2.1-M106,131.04057,"EVODEX.2.1-P6732,EVODEX.2.1-P6789,EVODEX.2.1-P6841,EVODEX.2.1-P6946,EVODEX.2.1-P6947,EVODEX.2.1-P6950,EVODEX.2.1-P6962,EVODEX.2.1-P6994,EVODEX.2.1-P7014,EVODEX.2.1-P7016","{""C"": 5, ""H"": 9, ""N"": 1, ""O"": 1, ""S"": 1}"
EVODEX.2.1-M30,147.05317,"EVODEX.2.1-P2416,EVODEX.2.1-P2421,EVODEX.2.1-P2423,EVODEX.2.1-P2425,EVODEX.2.1-P2506,EVODEX.2.1-P2508,EVODEX.2.1-P2509,EVODEX.2.1-P2515,EVODEX.2.1-P2596,EVODEX.2.1-P2619,EVODEX.2.1-P2673,EVODEX.2.1-P2697,EVODEX.2.1-P2705,EVODEX.2.1-P2719,EVODEX.2.1-P2812","{""C"": 5, ""H"": 9, ""N"": 1, ""O"": 4}"
EVODEX.2.1-M290,130.063,"EVODEX.2.1-P2457,EVODEX.2.1-P2601,EVODEX.2.1-P2616,EVODEX.2.1-P2644,EVODEX.2.1-P2653","{""C"": 6, ""H"": 10, ""O"": 3}"
EVODEX.2.1-M291,146.0579,"EVODEX.2.1-P2123,EVODEX.2.1-P2125,EVODEX.2.1-P2127,EVODEX.2.1-P2133,EVODEX.2.1-P2135","{""C"": 6, ""H"": 10, ""O"": 4}"
EVODEX.2.1-M46,162.0528,"EVODEX.2.1-P1977,EVODEX.2.1-P1995,EVODEX.2.1-P2006,EVODEX.2.1-P2008,EVODEX.2.1-P2011,EVODEX.2.1-P2022,EVODEX.2.1-P2023,EVODEX.2.1-P2026,EVODEX.2.1-P2030,EVODEX.2.1-P2056,EVODEX.2.1-P2058,EVODEX.2.1-P2064,EVODEX.2.1-P2067,EVODEX.2.1-P2090,EVODEX.2.1-P2094,EVODEX.2.1-P2142,EVODEX.2.1-P2143,EVODEX.2.1-P2148,EVODEX.2.1-P2149,EVODEX.2.1-P2152","{""C"": 6, ""H"": 10, ""O"": 5}"
EVODEX.2.1-M107,113.08413,"EVODEX.2.1-P5427,EVODEX.2.1-P5630,EVODEX.2.1-P6784,EVODEX.2.1-P6834,EVODEX.2.1-P6836,EVODEX.2.1-P6907,EVODEX.2.1-P7031,EVODEX.2.1-P7054,EVODEX.2.1-P7055,EVODEX.2.1-P7079","{""C"": 6, ""H"": 11, ""N"": 1, ""O"": 1}"
EVODEX.2.1-M292,148.07356,"EVODEX.2.1-P2933,EVODEX.2.1-P2935,EVODEX.2.1-P2937,EVODEX.2.1-P2938,EVODEX.2.1-P2939","{""C"": 6, ""H"": 12, ""O"": 4}"
EVODEX.2.1-M47,180.06336,"EVODEX.2.1-P2817,EVODEX.2.1-P2869,EVODEX.2.1-P2876,EVODEX.2.1-P2895,EVODEX.2.1-P2896,EVODEX.2.1-P2897,EVODEX.2.1-P2898,EVODEX.2.1-P2967,EVODEX.2.1-P2968,EVODEX.2.1-P2969,EVODEX.2.1-P2970,EVODEX.2.1-P2976,EVODEX.2.1-P2977,EVODEX.2.1-P2978,EVODEX.2.1-P2981,EVODEX.2.1-P3276,EVODEX.2.1-P3277,EVODEX.2.1-P3278,EVODEX.2.1-P3280,EVODEX.2.1-P3801","{""C"": 6, ""H"": 12, ""O"": 6}"
EVODEX.2.1-M56,131.09468999999999,"EVODEX.2.1-P2551,EVODEX.2.1-P2563,EVODEX.2.1-P2605,EVODEX.2.1-P2606,EVODEX.2.1-P2611,EVODEX.2.1-P2626,EVODEX.2.1-P2638,EVODEX.2.1-P2640,EVODEX.2.1-P2655,EVODEX.2.1-P2734","{""C"": 6, ""H"": 13, ""N"": 1, ""O"": 2}"
EVODEX.2.1-M293,244.03479000000002,"EVODEX.2.1-P3193,EVODEX.2.1-P3204,EVODEX.2.1-P3208,EVODEX.2.1-P3211,EVODEX.2.1-P3213","{""C"": 6, ""H"": 13, ""O"": 8, ""P"": 1}"
EVODEX.2.1-M62,260.02968999999996,"EVODEX.2.1-P2829,EVODEX.2.1-P2830,EVODEX.2.1-P2833,EVODEX.2.1-P2834,EVODEX.2.1-P2835,EVODEX.2.1-P2837,EVODEX.2.1-P2864,EVODEX.2.1-P2865,EVODEX.2.1-P2866,EVODEX.2.1-P3031,EVODEX.2.1-P3182,EVODEX.2.1-P3187,EVODEX.2.1-P3189,EVODEX.2.1-P3199,EVODEX.2.1-P3256","{""C"": 6, ""H"": 13, ""O"": 9, ""P"": 1}"
EVODEX.2.1-M294,120.03242,"EVODEX.2.1-P4246,EVODEX.2.1-P4577,EVODEX.2.1-P4734,EVODEX.2.1-P4763,EVODEX.2.1-P4875","{""C"": 6, ""H"": 4, ""N"": 2, ""O"": 1}"
EVODEX.2.1-M295,138.04298,"EVODEX.2.1-P4583,EVODEX.2.1-P4658,EVODEX.2.1-P4659,EVODEX.2.1-P4670,EVODEX.2.1-P4874","{""C"": 6, ""H"": 6, ""N"": 2, ""O"": 2}"
EVODEX.2.1-M108,137.05901,"EVODEX.2.1-P6453,EVODEX.2.1-P6456,EVODEX.2.1-P6797,EVODEX.2.1-P6920,EVODEX.2.1-P6983,EVODEX.2.1-P6996,EVODEX.2.1-P7001,EVODEX.2.1-P7007,EVODEX.2.1-P7010,EVODEX.2.1-P7025","{""C"": 6, ""H"": 7, ""N"": 3, ""O"": 1}"
EVODEX.2.1-M297,160.03714,"EVODEX.2.1-P2691,EVODEX.2.1-P2767,EVODEX.2.1-P2791,EVODEX.2.1-P2793,EVODEX.2.1-P2794","{""C"": 6, ""H"": 8, ""O"": 5}"
EVODEX.2.1-M109,176.03204,"EVODEX.2.1-P2033,EVODEX.2.1-P2034,EVODEX.2.1-P2040,EVODEX.2.1-P2041,EVODEX.2.1-P2044,EVODEX.2.1-P2045,EVODEX.2.1-P2046,EVODEX.2.1-P2047,EVODEX.2.1-P2060,EVODEX.2.1-P2061","{""C"": 6, ""H"": 8, ""O"": 6}"
EVODEX.2.1-M298,143.04057,"EVODEX.2.1-P2962,EVODEX.2.1-P2963,EVODEX.2.1-P2964,EVODEX.2.1-P2965,EVODEX.2.1-P2966","{""C"": 6, ""H"": 9, ""N"": 1, ""O"": 1, ""S"": 1}"
EVODEX.2.1-M110,155.06957,"EVODEX.2.1-P2445,EVODEX.2.1-P2524,EVODEX.2.1-P2571,EVODEX.2.1-P2714,EVODEX.2.1-P2783","{""C"": 6, ""H"": 9, ""N"": 3, ""O"": 2}"
EVODEX.2.1-M299,66.09157,"EVODEX.2.1-P3203,EVODEX.2.1-P3207,EVODEX.2.1-P3209,EVODEX.2.1-P3210,EVODEX.2.1-P3212","{""C"": 6, ""H"": 9, ""O"": 1, ""P"": -1}"
EVODEX.2.1-M300,82.08647,"EVODEX.2.1-P3177,EVODEX.2.1-P3181,EVODEX.2.1-P3188,EVODEX.2.1-P3190,EVODEX.2.1-P3198","{""C"": 6, ""H"": 9, ""O"": 2, ""P"": -1}"
EVODEX.2.1-M301,127.14750999999998,"EVODEX.2.1-P5624,EVODEX.2.1-P6424,EVODEX.2.1-P6432,EVODEX.2.1-P6435,EVODEX.2.1-P6438","{""C"": 7, ""H"": 17, ""N"": 3, ""O"": -1}"
EVODEX.2.1-M302,164.02222,"EVODEX.2.1-P3623,EVODEX.2.1-P4587,EVODEX.2.1-P4589,EVODEX.2.1-P4608,EVODEX.2.1-P5344","{""C"": 7, ""H"": 4, ""N"": 2, ""O"": 3}"
EVODEX.2.1-M111,104.02622,"EVODEX.2.1-P1554,EVODEX.2.1-P1556,EVODEX.2.1-P1678,EVODEX.2.1-P1680,EVODEX.2.1-P1682,EVODEX.2.1-P1684,EVODEX.2.1-P1786,EVODEX.2.1-P1860,EVODEX.2.1-P5628,EVODEX.2.1-P5629","{""C"": 7, ""H"": 4, ""O"": 1}"
EVODEX.2.1-M303,182.03278,"EVODEX.2.1-P3619,EVODEX.2.1-P4588,EVODEX.2.1-P4593,EVODEX.2.1-P4609,EVODEX.2.1-P4612","{""C"": 7, ""H"": 6, ""N"": 2, ""O"": 4}"
EVODEX.2.1-M304,108.05754,"EVODEX.2.1-P4253,EVODEX.2.1-P4254,EVODEX.2.1-P4263,EVODEX.2.1-P4270,EVODEX.2.1-P4272","{""C"": 7, ""H"": 8, ""O"": 1}"
EVODEX.2.1-M305,198.0464,"EVODEX.2.1-P3629,EVODEX.2.1-P5332,EVODEX.2.1-P5349,EVODEX.2.1-P5351,EVODEX.2.1-P5356","{""C"": 8, ""H"": 10, ""N"": 2, ""O"": 2, ""S"": 1}"
EVODEX.2.1-M306,216.05696,"EVODEX.2.1-P3630,EVODEX.2.1-P5334,EVODEX.2.1-P5352,EVODEX.2.1-P5355,EVODEX.2.1-P5357","{""C"": 8, ""H"": 12, ""N"": 2, ""O"": 3, ""S"": 1}"
EVODEX.2.1-M307,232.05186,"EVODEX.2.1-P6677,EVODEX.2.1-P6680,EVODEX.2.1-P6681,EVODEX.2.1-P6684,EVODEX.2.1-P6686","{""C"": 8, ""H"": 12, ""N"": 2, ""O"": 4, ""S"": 1}"
EVODEX.2.1-M308,203.07939,"EVODEX.2.1-P2012,EVODEX.2.1-P2016,EVODEX.2.1-P2079,EVODEX.2.1-P2103,EVODEX.2.1-P2139","{""C"": 8, ""H"": 13, ""N"": 1, ""O"": 5}"
EVODEX.2.1-M309,118.04188,"EVODEX.2.1-P1577,EVODEX.2.1-P5338,EVODEX.2.1-P5340,EVODEX.2.1-P5348,EVODEX.2.1-P5360","{""C"": 8, ""H"": 6, ""O"": 1}"
EVODEX.2.1-M94,165.07903,"EVODEX.2.1-P2556,EVODEX.2.1-P2676,EVODEX.2.1-P2706,EVODEX.2.1-P2755,EVODEX.2.1-P2758","{""C"": 9, ""H"": 11, ""N"": 1, ""O"": 2}"
EVODEX.2.1-M185,181.07393,"EVODEX.2.1-P2466,EVODEX.2.1-P2537,EVODEX.2.1-P2645,EVODEX.2.1-P2679,EVODEX.2.1-P2722","{""C"": 9, ""H"": 11, ""N"": 1, ""O"": 3}"
EVODEX.2.1-M310,306.02533,"EVODEX.2.1-P3176,EVODEX.2.1-P3196,EVODEX.2.1-P3227,EVODEX.2.1-P3264,EVODEX.2.1-P3268","{""C"": 9, ""H"": 11, ""N"": 2, ""O"": 8, ""P"": 1}"
EVODEX.2.1-M112,305.04135999999994,"EVODEX.2.1-P3178,EVODEX.2.1-P3194,EVODEX.2.1-P3220,EVODEX.2.1-P3221,EVODEX.2.1-P3223,EVODEX.2.1-P3252,EVODEX.2.1-P3259,EVODEX.2.1-P3270,EVODEX.2.1-P3271,EVODEX.2.1-P3272","{""C"": 9, ""H"": 12, ""N"": 3, ""O"": 7, ""P"": 1}"
EVODEX.2.1-M311,324.03589,"EVODEX.2.1-P3108,EVODEX.2.1-P3109,EVODEX.2.1-P3111,EVODEX.2.1-P3287,EVODEX.2.1-P3288","{""C"": 9, ""H"": 13, ""N"": 2, ""O"": 9, ""P"": 1}"
EVODEX.2.1-M312,227.09069,"EVODEX.2.1-P2841,EVODEX.2.1-P2853,EVODEX.2.1-P2855,EVODEX.2.1-P2857,EVODEX.2.1-P2995","{""C"": 9, ""H"": 13, ""N"": 3, ""O"": 4}"
EVODEX.2.1-M313,323.05192,"EVODEX.2.1-P2957,EVODEX.2.1-P2960,EVODEX.2.1-P3113,EVODEX.2.1-P3114,EVODEX.2.1-P3115","{""C"": 9, ""H"": 14, ""N"": 3, ""O"": 8, ""P"": 1}"
EVODEX.2.1-M314,146.03678,"EVODEX.2.1-P1563,EVODEX.2.1-P1580,EVODEX.2.1-P1694,EVODEX.2.1-P1698,EVODEX.2.1-P3671","{""C"": 9, ""H"": 6, ""O"": 2}"
EVODEX.2.1-M113,162.03168,"EVODEX.2.1-P1522,EVODEX.2.1-P1527,EVODEX.2.1-P1535,EVODEX.2.1-P1536,EVODEX.2.1-P1566,EVODEX.2.1-P1571,EVODEX.2.1-P1574,EVODEX.2.1-P1594,EVODEX.2.1-P1696,EVODEX.2.1-P3670","{""C"": 9, ""H"": 6, ""O"": 3}"
EVODEX.2.1-M315,164.04734,"EVODEX.2.1-P2459,EVODEX.2.1-P2562,EVODEX.2.1-P2741,EVODEX.2.1-P2756,EVODEX.2.1-P2759","{""C"": 9, ""H"": 8, ""O"": 3}"
