id,original_id,smirks,sources
EVODEX.1-E308,105531970920010546735936529044609098981224680124357432929020890806794216304835,[#6:1]-[#6:2](=[#8:3])-[#6:4](=[#8:5])-[#8:6]-[H].[#6:12]-[#6:13](=[#6:14](-[#6:15]=[#8:17])-[H:25])-[H:26]>>[#6:4](=[#8:5])=[#8:6].[#6:1]-[#6:2](=[#8:3])-[#6@:13](-[#6:12])(-[#6:14](-[#6:15]=[#8:17])(-[H:25])-[H])-[H:26],"EVODEX.1-P1381,EVODEX.1-P1374,EVODEX.1-P1382,EVODEX.1-P1378,EVODEX.1-P1379"
EVODEX.1-E309,45174719382390275854829444354906231471779174091142424133477867318580918194863,[#15:16]-[#8:19]-[#6@@:20](-[H:67])(-[#8:21])-[#6@:29].[#8:47]-[#6@:48](-[H:93])(-[#8:49])-[#6@@:57](-[#6@@:55])(-[#8:58]-[H])-[H:103]>>[#8:58](-[#6@:20](-[H:67])(-[#8:21])-[#6@:29])-[#6@@:57](-[H:103])(-[#6@@:48](-[#8:47])(-[H:93])-[#8:49])-[#6@@:55].[#15:16]-[#8:19]-[H],"EVODEX.1-P2362,EVODEX.1-P2360,EVODEX.1-P2358,EVODEX.1-P2272,EVODEX.1-P2426"
EVODEX.1-E310,19126406480002485648834528176104522468136039675929394810154488338911208636099,[#8:9]-[#6@:10](-[#8:11]-[#6@:12])(-[H:72])-[#6@@:21].[#8:29]-[#6@:30](-[H:83])(-[#6@:31])-[#6@@:55](-[#6:54])(-[#8:56]-[H])-[H:107]>>[#8:11](-[#6@:12])-[H].[#8:9]-[#6@:10](-[#8:56]-[#6@@:55](-[H:107])(-[#6@@:30](-[#8:29])(-[H:83])-[#6@:31])-[#6:54])(-[H:72])-[#6@@:21],"EVODEX.1-P4530,EVODEX.1-P4467,EVODEX.1-P2285,EVODEX.1-P4531,EVODEX.1-P4479"
EVODEX.1-E311,17888818475103049396755201524018307404786755681942607596874313991169581478562,[#8:10]-[#15:11](=[#8:12])(-[#8:13])-[#8:14]-[#15:15].[#6:31]-[#6@:33](-[#8:34]-[H])(-[#6:35])-[#8:47]>>[#8:10]-[#15:11](=[#8:12])(-[#8:13])-[#8:34]-[#6@@:33](-[#6:31])(-[#6:35])-[#8:47].[#8:14](-[#15:15])-[H],"EVODEX.1-P3654,EVODEX.1-P3649,EVODEX.1-P3653,EVODEX.1-P3664,EVODEX.1-P3650"
EVODEX.1-E312,56814665148299230316765136567952792195697083297530852827623970961579292756256,[#8:37]-[#15:38](=[#8:39])(-[#8:40]-[H:55])-[#8:41].[#6:2]-[#6:3](=[#8:4])-[#7:5](-[#6@:6])-[H:78].[#15:47]-[#8:48]-[H]>>[#8:37]-[#15:38](=[#8:39])(-[#8:41])-[#8:48]-[#15:47].[#6:2]-[#6:3](=[#8:4])-[#8:40]-[H:55].[#7:5](-[#6@:6])(-[H:78])-[H],"EVODEX.1-P7024,EVODEX.1-P6982,EVODEX.1-P7501,EVODEX.1-P7008,EVODEX.1-P7030"
EVODEX.1-E313,98988663110402514535828296346617672805805305173997722595272057963877423643225,[#6:47]-[#16:48]-[#6:49](=[#8:50])-[#6@:51].[#8:80]-[#15:81](=[#8:82])(-[#8:83]-[H:143])-[#8:84].[#15:90]-[#8:91]-[H]>>[#6:49](=[#8:50])(-[#6@:51])-[#8:83]-[H:143].[#6:47]-[#16:48]-[H].[#8:80]-[#15:81](=[#8:82])(-[#8:84])-[#8:91]-[#15:90],"EVODEX.1-P6725,EVODEX.1-P6876,EVODEX.1-P6759,EVODEX.1-P6650,EVODEX.1-P6742"
EVODEX.1-E314,75866002471221348252210646508897451671375259694585178008004330344742255765399,[#8:1]=[#6:2]1-[#6:3]=[#6:4]-[#6:5](=[#8:6])-[#6:7]=[#6:8]-1.[#8:14](-[#6@:13](-[#6@:11])(-[#6@:15])-[H])-[H]>>[#6:13](-[#6@:11])(=[#8:14])-[#6@:15].[#8:1](-[#6:2]1:[#6:3]:[#6:4]:[#6:5](-[#8:6]-[H]):[#6:7]:[#6:8]:1)-[H],"EVODEX.1-P183,EVODEX.1-P180,EVODEX.1-P158,EVODEX.1-P156,EVODEX.1-P181"
EVODEX.1-E315,59583498064006301847635514657789338383833757999597274363186148465784801034010,[#6:20]-[#6@@:21](-[#8:22])(-[H:36])-[#6@:23]-[#6:24]-[#8:25]-[H].[#8:1]=[#15:2](-[#8:3])(-[#8:4])-[#8:5]-[#15:6]>>[#8:1]=[#15:2](-[#8:3])(-[#8:4])-[#8:25]-[#6:24]-[#6@:23]-[#6@:21](-[#8:22])(-[H:36])-[#6:20].[#8:5](-[#15:6])-[H],"EVODEX.1-P3330,EVODEX.1-P3275,EVODEX.1-P3259,EVODEX.1-P3339,EVODEX.1-P3252"
EVODEX.1-E316,36127664801887169379867602778307111324401335285581045125079368619928628984568,[#6:38]-[#6@:39](-[#7:40]-[#6:41]-[#6@@:43](-[#7:44](-[H:70])-[H])(-[#6:45])-[H:79])(-[#6:52])-[H:92].[#6:31](-[#6@:8])(=[#8:32])-[#8:33]-[H:121]>>[#6:31](-[#6@:8])(=[#8:32])-[#7:44](-[#6@:43](-[#6:41]-[#7:40]-[#6@@:39](-[#6:38])(-[#6:52])-[H:92])(-[#6:45])-[H:79])-[H:70].[#8:33](-[H:121])-[H],"EVODEX.1-P5113,EVODEX.1-P5104,EVODEX.1-P5112,EVODEX.1-P5110,EVODEX.1-P5107"
EVODEX.1-E317,82397074062056732661952120786990366374810306950475701668456597729994886243573,[#8:1]=[#6:2]1-[#6:3]=[#6:4]-[#6:5](=[#8:6])-[#6:7]=[#6:8]-1.[#8:17]-[#6@:18](-[#8:19]-[H])(-[H])-[#6@@:20]>>[#8:1](-[#6:2]1:[#6:3]:[#6:4]:[#6:5](-[#8:6]-[H]):[#6:7]:[#6:8]:1)-[H].[#8:17]-[#6:18](=[#8:19])-[#6@@:20],"EVODEX.1-P171,EVODEX.1-P170,EVODEX.1-P128,EVODEX.1-P149,EVODEX.1-P175"
EVODEX.1-E318,68614121846219086284909926416133088101276152798827923224842123394421460643502,[#6:3]-[#6:4](-[#6:5](=[#8:6])-[#16:7]-[#6:8])(-[H:100])-[H].[#6:59]-[#6:60](=[#8:61])-[#6:62]=[#8:63].[#8:55](-[H:113])-[H]>>[#6:3]-[#6:4](-[#6:5](=[#8:6])-[#8:55]-[H:113])(-[#6:60](-[#6:59])(-[#8:61]-[H])-[#6:62]=[#8:63])-[H:100].[#16:7](-[#6:8])-[H],"EVODEX.1-P2178,EVODEX.1-P2216,EVODEX.1-P2206,EVODEX.1-P2207,EVODEX.1-P2205"
EVODEX.1-E319,54273122483090557366427074324674870175831599633968973671080562850163512303844,[#15:2]-[#8:5]-[#6@:6](-[H:31])(-[#8:7])-[#6@:15].[#6:19]-[#6@:27](-[#6@@:25](-[#6@@:23]-[#8:24]-[H])(-[#8:26])-[H:48])(-[#8:28])-[H:50]>>[#8:24](-[#6@:6](-[H:31])(-[#8:7])-[#6@:15])-[#6@@:23]-[#6@:25](-[#6@@:27](-[#6:19])(-[#8:28])-[H:50])(-[#8:26])-[H:48].[#15:2]-[#8:5]-[H],"EVODEX.1-P2435,EVODEX.1-P2368,EVODEX.1-P2270,EVODEX.1-P2436,EVODEX.1-P2423"
EVODEX.1-E320,46303599725460962031591601430362416909267679670535322422627942238296278270522,[#8:12]-[#15:13](=[#8:14])(-[#8:15])-[#8:16]-[#15:17](=[#8:18])(-[#8:19])-[#8:20]-[#15:21].[#8:1](-[H:38])-[H].[#8:2](-[H:40])-[H]>>[#8:1](-[#15:13](-[#8:12])(=[#8:14])-[#8:15])-[H:38].[#8:20](-[#15:21])-[H].[#8:2](-[#15:17](-[#8:16]-[H])(=[#8:18])-[#8:19])-[H:40],"EVODEX.1-P6008,EVODEX.1-P6005,EVODEX.1-P6016,EVODEX.1-P6003,EVODEX.1-P6007"
EVODEX.1-E321,90283147212597335672563849846585700772999072054882558964180938954086636939946,[#6:5]-[#6:6](-[#8:7]-[H])(-[H:33])-[H].[#8:14]=[#6:15]1-[#6:16]=[#6:17]-[#6:18](=[#7:19]-[#6:20])-[#6:29]=[#6:30]-1>>[#6:5]-[#6:6](=[#8:7])-[H:33].[#8:14](-[#6:15]1:[#6:16]:[#6:17]:[#6:18](-[#7:19](-[#6:20])-[H]):[#6:29]:[#6:30]:1)-[H],"EVODEX.1-P96,EVODEX.1-P97,EVODEX.1-P99,EVODEX.1-P189,EVODEX.1-P98"
EVODEX.1-E322,25599469225266295426679561879110100234856270857812434470448654358159706434339,[#6:7]-[#6:8](-[H:98])(-[H:99])-[H].[#15:79]-[#8:82]-[#15:83](=[#8:84])(-[#8:85])-[#8:86].[#8:91]=[#6:92](-[#8:93])-[#8:94]-[H:162]>>[#6:7]-[#6:8](-[#6:92](=[#8:91])-[#8:93])(-[H:98])-[H:99].[#15:79]-[#8:82]-[H].[#15:83](=[#8:84])(-[#8:85])(-[#8:86])-[#8:94]-[H:162],"EVODEX.1-P7555,EVODEX.1-P7550,EVODEX.1-P7551,EVODEX.1-P7548,EVODEX.1-P7546"
EVODEX.1-E323,67087620974774137429100346018228583730359757112511368566703547056453708637483,[#6:19]-[#6:20](-[#8:21]-[#15:22])(-[H:88])-[H:89].[#7:35](-[#6@@:34](-[#6@:32])(-[#6:54])-[H:152])-[#6:36]-[#6@:38](-[#6:39]-[#16:40]-[H])(-[#7:41])-[H:127]>>[#6:19]-[#6:20](-[#16:40]-[#6:39]-[#6@@:38](-[#6:36]-[#7:35]-[#6@@:34](-[#6@:32])(-[#6:54])-[H:152])(-[#7:41])-[H:127])(-[H:88])-[H:89].[#8:21](-[#15:22])-[H],"EVODEX.1-P2749,EVODEX.1-P2736,EVODEX.1-P2718,EVODEX.1-P2739,EVODEX.1-P2745"
EVODEX.1-E324,112631787274137399228858478273123444075241386513953323653899358563805450902473,[#8:26](-[#6@:25](-[#6@:23])(-[H])-[#6@@:27])-[H].[#8:1]=[#6:2]1-[#6:3]=[#6:4]-[#6:5](=[#7:6]-[#6:7])-[#6:16]=[#6:17]-1>>[#6:25](-[#6@:23])(=[#8:26])-[#6@@:27].[#8:1](-[#6:2]1:[#6:3]:[#6:4]:[#6:5](-[#7:6](-[#6:7])-[H]):[#6:16]:[#6:17]:1)-[H],"EVODEX.1-P167,EVODEX.1-P182,EVODEX.1-P115,EVODEX.1-P177,EVODEX.1-P169"
EVODEX.1-E325,18978015715467277254192315287880097628675099426067017185347242437368429071761,[#8:10](-[#6@:9])-[H].[H:90]-[#6@@:27]1(-[#6@@:26]-[#6@:61](-[#6:60]-[#6@@:35](-[#8:34]-1)(-[#8:36]-[#15:37])-[#6:57])(-[#8:62])-[H:108])-[#6@:28]>>[#8:10](-[#6@:9])-[#6@:35]1(-[#6:57])-[#8:34]-[#6@:27](-[#6@:28])(-[H:90])-[#6@@:26]-[#6@:61](-[#8:62])(-[H:108])-[#6:60]-1.[#8:36](-[#15:37])-[H],"EVODEX.1-P2521,EVODEX.1-P2527,EVODEX.1-P2516,EVODEX.1-P2525,EVODEX.1-P2528"
EVODEX.1-E326,105549992939364451971732007784783949618339645136249570940414381236044168940205,[#8:18](-[#6@:17])-[#6@@:19]1(-[H:62])-[#6@@:20](-[#8:21])(-[H:64])-[#6@:22](-[#8:23])(-[H:66])-[#6@@:24](-[#8:25])(-[H:71])-[#8:35]-[#6@@:36]-1(-[#6:37]=[#8:38])-[H]>>[#6:19]1(-[H:62])=[#6:36](-[#6:37]=[#8:38])-[#8:35]-[#6@:24](-[#8:25])(-[H:71])-[#6@@:22](-[#8:23])(-[H:66])-[#6@:20]-1(-[#8:21])-[H:64].[#8:18](-[#6@:17])-[H],"EVODEX.1-P6483,EVODEX.1-P6482,EVODEX.1-P6485,EVODEX.1-P6484,EVODEX.1-P6486"
EVODEX.1-E327,45932675355492065540616298615537555860921610055193296152396095970303209272199,[#8:3]-[#6:4](-[#8:5]-[H])(-[H])-[#6@@:6].[#8:12]=[#6:13]1-[#6:14]=[#6:15]-[#6:16](=[#7:17]-[#6:18])-[#6:27]=[#6:28]-1>>[#8:3]-[#6:4](=[#8:5])-[#6@@:6].[#8:12](-[#6:13]1:[#6:14]:[#6:15]:[#6:16](-[#7:17](-[#6:18])-[H]):[#6:27]:[#6:28]:1)-[H],"EVODEX.1-P151,EVODEX.1-P172,EVODEX.1-P173,EVODEX.1-P152,EVODEX.1-P148"
EVODEX.1-E328,39826849812029317321146879582528283376288200711037643026687393682912858438098,[#6:3]1=[#6:4]-[#6:6](=[#8:7])-[#6:8]=[#6:10]-[#6:26]-1=[#8:27].[#8:28]=[#6:29]-[#6:31](-[#6:32](-[#6:33]=[#8:34])(-[H:71])-[H])(-[H:73])-[H]>>[#6:3]1:[#6:4]:[#6:6](-[#8:7]-[H]):[#6:8]:[#6:10]:[#6:26]:1-[#8:27]-[H].[#8:28]=[#6:29]-[#6:31](=[#6:32](-[#6:33]=[#8:34])-[H:71])-[H:73],"EVODEX.1-P866,EVODEX.1-P863,EVODEX.1-P861,EVODEX.1-P864,EVODEX.1-P869"
EVODEX.1-E329,86411446105189021265119520286551209137925966038413209516054926303785111238978,[#6:2]1:[#6:3]:[#6:5](-[#8:6]-[H]):[#6:7]:[#6:9]:[#6:11]:1-[#8:12]-[H].[#8:13]=[#6:14]-[#6:16](=[#6:17](-[#6:18]=[#8:19])-[H:37])-[H:38]>>[#6:2]1=[#6:3]-[#6:5](=[#8:6])-[#6:7]=[#6:9]-[#6:11]-1=[#8:12].[#8:13]=[#6:14]-[#6:16](-[#6:17](-[#6:18]=[#8:19])(-[H:37])-[H])(-[H:38])-[H],"EVODEX.1-P870,EVODEX.1-P862,EVODEX.1-P865,EVODEX.1-P868,EVODEX.1-P867"
EVODEX.1-E330,24854696320577549072052775086104456675171250445607040911488917886169464314442,[#6:6]-[#8:7]-[H].[#8:49]1-[#6@@:48]-[#6@:67](-[#6@@:65](-[#6@:50]-1(-[#6:51])-[#8:53]-[#6@@:54](-[H:115])(-[#8:55])-[#6@:63])(-[#8:66])-[H:127])(-[#8:68])-[H:129]>>[#6:6]-[#8:7]-[#6@@:50]1(-[#6:51])-[#8:49]-[#6@@:48]-[#6@:67](-[#8:68])(-[H:129])-[#6@@:65]-1(-[#8:66])-[H:127].[#8:53](-[#6:54](-[H:115])(-[#8:55])-[#6@:63])-[H],"EVODEX.1-P2296,EVODEX.1-P2238,EVODEX.1-P2293,EVODEX.1-P2237,EVODEX.1-P2499"
EVODEX.1-E331,115414102833153586421792686688389612262040915737508120735190602727967809775344,[#6:19]-[#6:20](-[#8:21]-[#15:22])(-[H:90])-[H:91].[#6:32]-[#6@:34](-[#7:35]-[#6:36]-[#6@@:38](-[#7:39]-[#6:40]-[#6@:42](-[#6:43]-[#16:44]-[H])(-[#7:45])-[H:138])(-[#6:62])-[H:147])(-[#6:65])-[H:159]>>[#6:19]-[#6:20](-[#16:44]-[#6:43]-[#6@@:42](-[#6:40]-[#7:39]-[#6@:38](-[#6:36]-[#7:35]-[#6@@:34](-[#6:32])(-[#6:65])-[H:159])(-[#6:62])-[H:147])(-[#7:45])-[H:138])(-[H:90])-[H:91].[#8:21](-[#15:22])-[H],"EVODEX.1-P2678,EVODEX.1-P2662,EVODEX.1-P2751,EVODEX.1-P2667,EVODEX.1-P2757"
EVODEX.1-E332,111997387232136001943480998414233993593142049410043656591675074011334552484832,[#6:1](-[#6:2]1(-[#6:3])-[#16:4]-[#6:5]-[#7:18]-[#6:19]-1(-[#6:20]=[#8:21])-[H])(-[H:48])(-[H:49])-[H].[#6:27]-[#6:28](=[#8:29])-[#6:30](=[#8:31])-[#8:32]-[H].[#8:33]=[#8:34]>>[#6:30](=[#8:31])=[#8:32].[#6:1]1(-[H:48])(-[H:49])-[#6:2](-[#6:3])=[#6:19](-[#6:20]=[#8:21])-[#7:18]-[#6:5]-[#16:4]-1.[#6:27]-[#6:28](=[#8:29])-[#8:33]-[H].[#8:34](-[H])-[H],"EVODEX.1-P620,EVODEX.1-P635,EVODEX.1-P631,EVODEX.1-P626,EVODEX.1-P613"
EVODEX.1-E333,72186260292935603662392390876181869859328823851673647455407063474416610114497,[#15:27]-[#8:30]-[#15:31](=[#8:32])(-[#8:33])-[#8:34].[#8:73](-[#6@@:74]1(-[H:166])-[#6@@:75](-[#8:76])(-[H:168])-[#6@:77](-[#8:78])(-[H:170])-[#6@@:79](-[#8:80])(-[H:172])-[#6@:81](-[#8:82])(-[H:174])-[#6@:83]-1(-[#8:84])-[H:176])-[H]>>[#15:27]-[#8:30]-[H].[#15:31](=[#8:32])(-[#8:33])(-[#8:34])-[#8:73]-[#6@:74]1(-[H:166])-[#6@:75](-[#8:76])(-[H:168])-[#6@@:77](-[#8:78])(-[H:170])-[#6@:79](-[#8:80])(-[H:172])-[#6@@:81](-[#8:82])(-[H:174])-[#6@@:83]-1(-[#8:84])-[H:176],"EVODEX.1-P3268,EVODEX.1-P3699,EVODEX.1-P3422,EVODEX.1-P3301,EVODEX.1-P3423"
EVODEX.1-E334,93653298130765641677256380230856151127964292054433173518204050563398300571858,[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8:10]-[#6:11])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H]>>[#8:10](-[#6:11])-[H],"EVODEX.1-P4067,EVODEX.1-P1493,EVODEX.1-P3991,EVODEX.1-P3989,EVODEX.1-P4042"
EVODEX.1-E335,14937187245149880428443958328978293242590662178292625394967670099781142463405,[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#7:10](-[#6:11])-[H:25])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H]>>[#7:10](-[#6:11])(-[H:25])-[H],"EVODEX.1-P5841,EVODEX.1-P5542,EVODEX.1-P5658,EVODEX.1-P5566,EVODEX.1-P5711"
EVODEX.1-E336,20629116990479151143716736264338657479371941251061972355773467387464776192524,([#8:24]-[#15:25](=[#8:26])(-[#8:27])-[#8:28]-[#15:29].[#8:34]-[#6@@:33](-[#6@@:18])(-[H:49])-[#6@:35](-[#6@:16])(-[#8:36])-[H:51])>>([#8](-[#15:25](-[#8:24])(=[#8:26])-[#8:27])-[H].[#8:36]-[#6@:35](-[#6@:16])(-[H:51])-[#6@@:33](-[#6@@:18])(-[#8:34])-[H:49]).[#8:28](-[#15:29])-[H],"EVODEX.1-P4237,EVODEX.1-P6021,EVODEX.1-P4196,EVODEX.1-P4192,EVODEX.1-P6015"
EVODEX.1-E337,19183628215600955497009004474904922783713185771481922350468201923748326965079,[#8:17]-[#15:18](=[#8:19])(-[#8:20])-[#8:21]-[#15:22]>>[#8:17]-[#15:18](=[#8:19])(-[#8:20])-[#8]-[H].[#8:21](-[#15:22])-[H],"EVODEX.1-P5969,EVODEX.1-P6019,EVODEX.1-P4188,EVODEX.1-P5972,EVODEX.1-P6000"
EVODEX.1-E338,28996723549649170158619898761176882265721329979409181357946569050996457675012,([#8:10]-[#6@:9]1(-[#6@@:8]-[#6@:24](-[#8:23]-[#6@:13](-[#6@@:11]-1(-[#8:12])-[H:40])(-[#8:14]-[#6:15])-[H:50])(-[#6:25])-[H:54])-[H:38].[#8:28]-[#6@:27](-[#6@:6])(-[H:57])-[#6@:29](-[#8:30])(-[H:59])-[#6@@:31](-[#6@@:4])(-[#8:32])-[H:61])>>[#8:14](-[#6:15])-[H].([#8](-[#6@@:13]1(-[H:50])-[#6@@:11](-[#8:12])(-[H:40])-[#6@:9](-[#8:10])(-[H:38])-[#6@@:8]-[#6@:24](-[#6:25])(-[H:54])-[#8:23]-1)-[H].[#8:32]-[#6@@:31](-[#6@@:4])(-[H:61])-[#6@@:29](-[#8:30])(-[H:59])-[#6@:27](-[#6@:6])(-[#8:28])-[H:57]),"EVODEX.1-P4510,EVODEX.1-P4413,EVODEX.1-P4372,EVODEX.1-P4374,EVODEX.1-P4301"
EVODEX.1-E339,92975003424184413023487358183728490316998839561783728334757428391837161557584,[#6:1](-[#8:2]-[#6:3])(-[H:36])(-[H:37])-[H:38]>>[#6:1](-[#8]-[H])(-[H:36])(-[H:37])-[H:38].[#8:2](-[#6:3])-[H],"EVODEX.1-P3922,EVODEX.1-P3930,EVODEX.1-P5645,EVODEX.1-P645,EVODEX.1-P5139"
EVODEX.1-E340,115358045372476904174760264892075239598559881695896785105759756860863421743580,[#6:5](-[#6@:4])#[#7:6]>>[#6:5](-[#6@:4])(-[#7:6](-[H])-[H])=[#8],"EVODEX.1-P6478,EVODEX.1-P6476,EVODEX.1-P6473,EVODEX.1-P6462,EVODEX.1-P6463"
EVODEX.1-E341,21329594524562713984147065761672313555592217528203281448108239519146884449949,[#6:13]-[#6:14](-[#17:15])(-[H:17])-[H:18]>>[#6:13]-[#6:14](-[#8]-[H])(-[H:17])-[H:18].[#17:15]-[H],"EVODEX.1-P6116,EVODEX.1-P6099,EVODEX.1-P6126,EVODEX.1-P6118,EVODEX.1-P6105"
EVODEX.1-E342,101583775837875046220953270941958219282065082406233979411729148154133181031846,[#7:5]-[#6:6](=[#7:7]-[H:15])-[H:16]>>[#7:5]-[#6:6](=[#8])-[H:16].[#7:7](-[H:15])(-[H])-[H],"EVODEX.1-P5878,EVODEX.1-P5864,EVODEX.1-P5870,EVODEX.1-P5872,EVODEX.1-P5868"
EVODEX.1-E343,80721483703097410956767529444472631986038381184920811505238182809717394570389,[#6:9](-[#6@@:8])(-[#8:10]-[#15:11])(-[H:62])-[H:63]>>[#6:9](-[#6@@:8])(-[#8]-[H])(-[H:62])-[H:63].[#8:10](-[#15:11])-[H],"EVODEX.1-P4174,EVODEX.1-P4294,EVODEX.1-P4211,EVODEX.1-P4296,EVODEX.1-P4234"
EVODEX.1-E344,73128767462434426843029015860315686841693219342026889858699680113062791681432,[#6:2]-[#6:3](-[#8:4]-[#6:5])(-[H:20])-[H:21]>>[#6:2]-[#6:3](-[#8]-[H])(-[H:20])-[H:21].[#8:4](-[#6:5])-[H],"EVODEX.1-P4369,EVODEX.1-P4155,EVODEX.1-P3913,EVODEX.1-P3870,EVODEX.1-P3934"
EVODEX.1-E345,88677076245645456360815760449015256543985681350672170417352994789210848889473,[#6:6]-[#6:7](-[#7:8](-[H:11])-[H:12])=[#8:9]>>[#6:6]-[#6:7](=[#8:9])-[#8]-[H].[#7:8](-[H:11])(-[H:12])-[H],"EVODEX.1-P5685,EVODEX.1-P5644,EVODEX.1-P4652,EVODEX.1-P5212,EVODEX.1-P4059"
EVODEX.1-E346,16526700383958735967006564078542762589655398912934870025203384598504720856650,[#7:1]#[#6:2]-[#6:3].[#8:8](-[H])-[H]>>[#6:2](-[#6:3])(=[#8:8])-[#8]-[H].[#7:1](-[H])(-[H])-[H],"EVODEX.1-P5902,EVODEX.1-P5934,EVODEX.1-P5897,EVODEX.1-P5913,EVODEX.1-P5920"
EVODEX.1-E347,26303382144454411832411196485377822573115443459992478955926781137775093901496,[#6:4]-[#7:5](-[#6:6](=[#8:7])-[H:9])-[H:10]>>[#6:4]-[#7:5](-[H:10])-[H].[#6:6](=[#8:7])(-[#8]-[H])-[H:9],"EVODEX.1-P5822,EVODEX.1-P5621,EVODEX.1-P5799,EVODEX.1-P5797,EVODEX.1-P5802"
EVODEX.1-E348,517956236059779895160731075647025867875002335303180136118752797657386641177,[#8:9]1-[#6@@:8]-[#6@@:10]-1(-[#6:11])-[H:40]>>[#8:9](-[#6@@:8]-[#6@:10](-[#6:11])(-[#8]-[H])-[H:40])-[H],"EVODEX.1-P4558,EVODEX.1-P4552,EVODEX.1-P4551,EVODEX.1-P4567,EVODEX.1-P4562"
EVODEX.1-E349,51810518774722079003874525142357463219800883094342256321668373574906271539172,[#6:25](-[#6@@:24])(-[#8:26]-[#16:27])(-[H:43])-[H:44]>>[#6:25](-[#6@@:24])(-[#8]-[H])(-[H:43])-[H:44].[#8:26](-[#16:27])-[H],"EVODEX.1-P4258,EVODEX.1-P4277,EVODEX.1-P4267,EVODEX.1-P4290,EVODEX.1-P4265"
EVODEX.1-E350,111648159537401750316776671473280448123079159116438874151732326326529927694938,[#6:19]-[#6:20](-[H:28])(-[H:29])-[#8:21]-[#6:22]>>([#6:19]-[#6:20](-[#8]-[H])(-[H:28])-[H:29].[#6:22]-[#8:21]-[H]),"EVODEX.1-P3982,EVODEX.1-P4147,EVODEX.1-P3978,EVODEX.1-P4142,EVODEX.1-P4149"
EVODEX.1-E351,14088835031397313502968349186090706906487577031330012482300986757914417914279,[#6:3]-[#16:4]-[#6:5](-[#6@:6])(-[H:16])-[H:17]>>[#6:5](-[#6@:6])(-[#8]-[H])(-[H:16])-[H:17].[#6:3]-[#16:4]-[H],"EVODEX.1-P4550,EVODEX.1-P4089,EVODEX.1-P3861,EVODEX.1-P4974,EVODEX.1-P4300"
EVODEX.1-E352,26603672650617835511947751261616303819543272137615166199927670009426959182910,[#6:1]-[#6:2](-[#6:3])(-[#17:4])-[H:9]>>[#6:1]-[#6:2](-[#6:3])(-[#8]-[H])-[H:9].[#17:4]-[H],"EVODEX.1-P6104,EVODEX.1-P6090,EVODEX.1-P6095,EVODEX.1-P6115,EVODEX.1-P6120"
EVODEX.1-E353,60078718591658993092498170562795649089877969816712606623602171693641824210645,[#6:6]-[#6:7](=[#6:8](-[#6:9])-[H:35])-[H:36]>>[#6:6]-[#6:7](-[#6@:8](-[#6:9])(-[#8]-[H])-[H:35])(-[H:36])-[H],"EVODEX.1-P6450,EVODEX.1-P6440,EVODEX.1-P6452,EVODEX.1-P6397,EVODEX.1-P6447"
EVODEX.1-E354,36325124571892608504346882203174156021372914672848163471255443674306770561380,[#6:1]=[#6:2](-[#8:3]-[#6:4])-[H:27]>>[#6:1]=[#6:2](-[#8]-[H])-[H:27].[#8:3](-[#6:4])-[H],"EVODEX.1-P4096,EVODEX.1-P3916,EVODEX.1-P4104,EVODEX.1-P3926,EVODEX.1-P3899"
EVODEX.1-E355,115422215184956993917058243354520774065705627827682291369756260155270153671621,[#6:5]-[#7:6](-[#6:7](-[#6:8])(-[H:24])-[H:25])-[H:26]>>[#8](-[#6:7](-[#6:8])(-[H:24])-[H:25])-[H].[#6:5]-[#7:6](-[H:26])-[H],"EVODEX.1-P5724,EVODEX.1-P5722,EVODEX.1-P5725,EVODEX.1-P5721,EVODEX.1-P5719"
EVODEX.1-E356,74053536504630857840619350985751527669310726966705544957023289596120796353269,[#6:2]-[#6:3](=[#8:4])-[#7:5](-[#6@:6])-[H:78]>>[#6:2]-[#6:3](=[#8:4])-[#8]-[H].[#7:5](-[#6@:6])(-[H:78])-[H],"EVODEX.1-P4664,EVODEX.1-P5011,EVODEX.1-P5088,EVODEX.1-P5513,EVODEX.1-P4731"
EVODEX.1-E357,58926703447563570620061036046056933448649626417393200590084045640133301358704,[#6:1]-[#6:2](=[#8:3])-[#8:4]-[#6:5]>>[#6:1]-[#6:2](=[#8:3])-[#8]-[H].[#8:4](-[#6:5])-[H],"EVODEX.1-P3992,EVODEX.1-P3914,EVODEX.1-P4057,EVODEX.1-P4004,EVODEX.1-P4883"
EVODEX.1-E358,98108507248955118158392770131140308880295329377270328985347600695925210639611,[#8:7](-[#6@@:6](-[#6@:5])(-[H:32])-[#6@@:13])-[#6@:8]>>[#8](-[#6@@:6](-[#6@:5])(-[H:32])-[#6@@:13])-[H].[#8:7](-[#6@:8])-[H],"EVODEX.1-P4332,EVODEX.1-P4305,EVODEX.1-P4453,EVODEX.1-P4092,EVODEX.1-P3990"
