id,mass,sources,formula
EVODEX.2-M1,18.010559999999998,"EVODEX.2-P1040,EVODEX.2-P1042,EVODEX.2-P1047,EVODEX.2-P1290,EVODEX.2-P1292,EVODEX.2-P1304,EVODEX.2-P1313,EVODEX.2-P1321,EVODEX.2-P1325,EVODEX.2-P1333,EVODEX.2-P1347,EVODEX.2-P1394,EVODEX.2-P1404,EVODEX.2-P1414,EVODEX.2-P1421,EVODEX.2-P1441,EVODEX.2-P1444,EVODEX.2-P1451,EVODEX.2-P1457,EVODEX.2-P1463,EVODEX.2-P1470,EVODEX.2-P1484,EVODEX.2-P1488,EVODEX.2-P1499,EVODEX.2-P1506,EVODEX.2-P1590,EVODEX.2-P1598,EVODEX.2-P1608,EVODEX.2-P1616,EVODEX.2-P1618,EVODEX.2-P1624,EVODEX.2-P1649,EVODEX.2-P1653,EVODEX.2-P2270,EVODEX.2-P2305,EVODEX.2-P2309,EVODEX.2-P2310,EVODEX.2-P2334,EVODEX.2-P2348,EVODEX.2-P2351,EVODEX.2-P2360,EVODEX.2-P2365,EVODEX.2-P2372,EVODEX.2-P2378,EVODEX.2-P2382,EVODEX.2-P2391,EVODEX.2-P2427,EVODEX.2-P2466,EVODEX.2-P2777,EVODEX.2-P3522,EVODEX.2-P3526,EVODEX.2-P3530,EVODEX.2-P3534,EVODEX.2-P3538,EVODEX.2-P3544,EVODEX.2-P3549,EVODEX.2-P3551,EVODEX.2-P3552,EVODEX.2-P3554,EVODEX.2-P3560,EVODEX.2-P3566,EVODEX.2-P3570,EVODEX.2-P3575,EVODEX.2-P3580,EVODEX.2-P3589,EVODEX.2-P3591,EVODEX.2-P3594,EVODEX.2-P3596,EVODEX.2-P3598,EVODEX.2-P3600,EVODEX.2-P3604,EVODEX.2-P3609,EVODEX.2-P3610,EVODEX.2-P3613,EVODEX.2-P3625,EVODEX.2-P3627,EVODEX.2-P3628,EVODEX.2-P3629,EVODEX.2-P3631,EVODEX.2-P3632,EVODEX.2-P3638,EVODEX.2-P3640,EVODEX.2-P3642,EVODEX.2-P3644,EVODEX.2-P3646,EVODEX.2-P3647,EVODEX.2-P3652,EVODEX.2-P3654,EVODEX.2-P3667,EVODEX.2-P3668,EVODEX.2-P3669,EVODEX.2-P3671,EVODEX.2-P3674,EVODEX.2-P3684,EVODEX.2-P3686,EVODEX.2-P3710,EVODEX.2-P3728,EVODEX.2-P3730,EVODEX.2-P3735,EVODEX.2-P3737,EVODEX.2-P3745,EVODEX.2-P3748,EVODEX.2-P3756,EVODEX.2-P3766,EVODEX.2-P3773,EVODEX.2-P3776,EVODEX.2-P3777,EVODEX.2-P3780,EVODEX.2-P3782,EVODEX.2-P3784,EVODEX.2-P3794,EVODEX.2-P3795,EVODEX.2-P3802,EVODEX.2-P3814,EVODEX.2-P3815,EVODEX.2-P3816,EVODEX.2-P3821,EVODEX.2-P3829,EVODEX.2-P3831,EVODEX.2-P3839,EVODEX.2-P3846,EVODEX.2-P3852,EVODEX.2-P3857,EVODEX.2-P3860,EVODEX.2-P3863,EVODEX.2-P3866,EVODEX.2-P3870,EVODEX.2-P3875,EVODEX.2-P3877,EVODEX.2-P3878,EVODEX.2-P3882,EVODEX.2-P3886,EVODEX.2-P3887,EVODEX.2-P3888,EVODEX.2-P3890,EVODEX.2-P3892,EVODEX.2-P3895,EVODEX.2-P3896,EVODEX.2-P3898,EVODEX.2-P3905,EVODEX.2-P3908,EVODEX.2-P3912,EVODEX.2-P3914,EVODEX.2-P3927,EVODEX.2-P3934,EVODEX.2-P3936,EVODEX.2-P3939,EVODEX.2-P3946,EVODEX.2-P3948,EVODEX.2-P3951,EVODEX.2-P3952,EVODEX.2-P3957,EVODEX.2-P3960,EVODEX.2-P3966,EVODEX.2-P3968,EVODEX.2-P3971,EVODEX.2-P3973,EVODEX.2-P3977,EVODEX.2-P3979,EVODEX.2-P3985,EVODEX.2-P4003,EVODEX.2-P4004,EVODEX.2-P4006,EVODEX.2-P4008,EVODEX.2-P4013,EVODEX.2-P4015,EVODEX.2-P4019,EVODEX.2-P4026,EVODEX.2-P4031,EVODEX.2-P4032,EVODEX.2-P4036,EVODEX.2-P4042,EVODEX.2-P4046,EVODEX.2-P4047,EVODEX.2-P4049,EVODEX.2-P4051,EVODEX.2-P4053,EVODEX.2-P4055,EVODEX.2-P4058,EVODEX.2-P4059,EVODEX.2-P4062,EVODEX.2-P4079,EVODEX.2-P4101,EVODEX.2-P4109,EVODEX.2-P4116,EVODEX.2-P4117,EVODEX.2-P4119,EVODEX.2-P4131,EVODEX.2-P4132,EVODEX.2-P4138,EVODEX.2-P4139,EVODEX.2-P4141,EVODEX.2-P4143,EVODEX.2-P4145,EVODEX.2-P4148,EVODEX.2-P4149,EVODEX.2-P4157,EVODEX.2-P4159,EVODEX.2-P4179,EVODEX.2-P4180,EVODEX.2-P4181,EVODEX.2-P4184,EVODEX.2-P4186,EVODEX.2-P4187,EVODEX.2-P4194,EVODEX.2-P4211,EVODEX.2-P4245,EVODEX.2-P4246,EVODEX.2-P4254,EVODEX.2-P4270,EVODEX.2-P4273,EVODEX.2-P4276,EVODEX.2-P4277,EVODEX.2-P4281,EVODEX.2-P4282,EVODEX.2-P4287,EVODEX.2-P4291,EVODEX.2-P4299,EVODEX.2-P4303,EVODEX.2-P4305,EVODEX.2-P4313,EVODEX.2-P4315,EVODEX.2-P4316,EVODEX.2-P4321,EVODEX.2-P4324,EVODEX.2-P4333,EVODEX.2-P4334,EVODEX.2-P4341,EVODEX.2-P4344,EVODEX.2-P4351,EVODEX.2-P4354,EVODEX.2-P4359,EVODEX.2-P4362,EVODEX.2-P4371,EVODEX.2-P4374,EVODEX.2-P4377,EVODEX.2-P4393,EVODEX.2-P4398,EVODEX.2-P4420,EVODEX.2-P4433,EVODEX.2-P4454,EVODEX.2-P4460,EVODEX.2-P4467,EVODEX.2-P4468,EVODEX.2-P4470,EVODEX.2-P4473,EVODEX.2-P4479,EVODEX.2-P4487,EVODEX.2-P4498,EVODEX.2-P4511,EVODEX.2-P4537,EVODEX.2-P4544,EVODEX.2-P4545,EVODEX.2-P4547,EVODEX.2-P4558,EVODEX.2-P4560,EVODEX.2-P4580,EVODEX.2-P4585,EVODEX.2-P4594,EVODEX.2-P4597,EVODEX.2-P4600,EVODEX.2-P4604,EVODEX.2-P4609,EVODEX.2-P4612,EVODEX.2-P4618,EVODEX.2-P4620,EVODEX.2-P4643,EVODEX.2-P4648,EVODEX.2-P4649,EVODEX.2-P4650,EVODEX.2-P4651,EVODEX.2-P4652,EVODEX.2-P4656,EVODEX.2-P4659,EVODEX.2-P4661,EVODEX.2-P4665,EVODEX.2-P4670,EVODEX.2-P4680,EVODEX.2-P4681,EVODEX.2-P4683,EVODEX.2-P4684,EVODEX.2-P4698,EVODEX.2-P4703,EVODEX.2-P4704,EVODEX.2-P4709,EVODEX.2-P4711,EVODEX.2-P4718,EVODEX.2-P4721,EVODEX.2-P4725,EVODEX.2-P4726,EVODEX.2-P4748,EVODEX.2-P4756,EVODEX.2-P4757,EVODEX.2-P4778,EVODEX.2-P4783,EVODEX.2-P4785,EVODEX.2-P4788,EVODEX.2-P4821,EVODEX.2-P4828,EVODEX.2-P4833,EVODEX.2-P4843,EVODEX.2-P4846,EVODEX.2-P4852,EVODEX.2-P4855,EVODEX.2-P4861,EVODEX.2-P4871,EVODEX.2-P4889,EVODEX.2-P4901,EVODEX.2-P4907,EVODEX.2-P4920,EVODEX.2-P4921,EVODEX.2-P4924,EVODEX.2-P4926,EVODEX.2-P4945,EVODEX.2-P4948,EVODEX.2-P4951,EVODEX.2-P4962,EVODEX.2-P4978,EVODEX.2-P4992,EVODEX.2-P4999,EVODEX.2-P5002,EVODEX.2-P5009,EVODEX.2-P5012,EVODEX.2-P5020,EVODEX.2-P5023,EVODEX.2-P5033,EVODEX.2-P5034,EVODEX.2-P5039,EVODEX.2-P5046,EVODEX.2-P5058,EVODEX.2-P5061,EVODEX.2-P5066,EVODEX.2-P5067,EVODEX.2-P5069,EVODEX.2-P5073,EVODEX.2-P5075,EVODEX.2-P5082,EVODEX.2-P5084,EVODEX.2-P5090,EVODEX.2-P5093,EVODEX.2-P5095,EVODEX.2-P5099,EVODEX.2-P5103,EVODEX.2-P5104,EVODEX.2-P5105,EVODEX.2-P5110,EVODEX.2-P5121,EVODEX.2-P5125,EVODEX.2-P5127,EVODEX.2-P5129,EVODEX.2-P5137,EVODEX.2-P5145,EVODEX.2-P5156,EVODEX.2-P5161,EVODEX.2-P5163,EVODEX.2-P5168,EVODEX.2-P5174,EVODEX.2-P5183,EVODEX.2-P5186,EVODEX.2-P5192,EVODEX.2-P5203,EVODEX.2-P5205,EVODEX.2-P5207,EVODEX.2-P5209,EVODEX.2-P5218,EVODEX.2-P5221,EVODEX.2-P5241,EVODEX.2-P5242,EVODEX.2-P5244,EVODEX.2-P5247,EVODEX.2-P5254,EVODEX.2-P5255,EVODEX.2-P5264,EVODEX.2-P5269,EVODEX.2-P5271,EVODEX.2-P5276,EVODEX.2-P5278,EVODEX.2-P5279,EVODEX.2-P5281,EVODEX.2-P5282,EVODEX.2-P5285,EVODEX.2-P5294,EVODEX.2-P5298,EVODEX.2-P5300,EVODEX.2-P5304,EVODEX.2-P5308,EVODEX.2-P5313,EVODEX.2-P5316,EVODEX.2-P5322,EVODEX.2-P5325,EVODEX.2-P5332,EVODEX.2-P5341,EVODEX.2-P5347,EVODEX.2-P5350,EVODEX.2-P5358,EVODEX.2-P5364,EVODEX.2-P5367,EVODEX.2-P5370,EVODEX.2-P5371,EVODEX.2-P5601,EVODEX.2-P5604,EVODEX.2-P5605,EVODEX.2-P5612,EVODEX.2-P5618,EVODEX.2-P5624,EVODEX.2-P5627,EVODEX.2-P5639,EVODEX.2-P5656,EVODEX.2-P5660,EVODEX.2-P5735,EVODEX.2-P5775,EVODEX.2-P5822,EVODEX.2-P845,EVODEX.2-P847,EVODEX.2-P9","{'H': 2, 'O': 1}"
EVODEX.2-M2,1.00783,"EVODEX.2-P1000,EVODEX.2-P1007,EVODEX.2-P1027,EVODEX.2-P1073,EVODEX.2-P1078,EVODEX.2-P1083,EVODEX.2-P1084,EVODEX.2-P1085,EVODEX.2-P1087,EVODEX.2-P1088,EVODEX.2-P1089,EVODEX.2-P1090,EVODEX.2-P1091,EVODEX.2-P1092,EVODEX.2-P1117,EVODEX.2-P1126,EVODEX.2-P1150,EVODEX.2-P1163,EVODEX.2-P1177,EVODEX.2-P1184,EVODEX.2-P1191,EVODEX.2-P1200,EVODEX.2-P1217,EVODEX.2-P1218,EVODEX.2-P1226,EVODEX.2-P1256,EVODEX.2-P1515,EVODEX.2-P1543,EVODEX.2-P1553,EVODEX.2-P1556,EVODEX.2-P1573,EVODEX.2-P1574,EVODEX.2-P1575,EVODEX.2-P1576,EVODEX.2-P1577,EVODEX.2-P1666,EVODEX.2-P1667,EVODEX.2-P1668,EVODEX.2-P1669,EVODEX.2-P1670,EVODEX.2-P1674,EVODEX.2-P1676,EVODEX.2-P1677,EVODEX.2-P1678,EVODEX.2-P1680,EVODEX.2-P190,EVODEX.2-P20,EVODEX.2-P22,EVODEX.2-P28,EVODEX.2-P2855,EVODEX.2-P2873,EVODEX.2-P2877,EVODEX.2-P30,EVODEX.2-P31,EVODEX.2-P37,EVODEX.2-P38,EVODEX.2-P40,EVODEX.2-P42,EVODEX.2-P43,EVODEX.2-P44,EVODEX.2-P45,EVODEX.2-P46,EVODEX.2-P47,EVODEX.2-P49,EVODEX.2-P504,EVODEX.2-P508,EVODEX.2-P51,EVODEX.2-P514,EVODEX.2-P518,EVODEX.2-P523,EVODEX.2-P540,EVODEX.2-P545,EVODEX.2-P546,EVODEX.2-P560,EVODEX.2-P568,EVODEX.2-P569,EVODEX.2-P572,EVODEX.2-P575,EVODEX.2-P60,EVODEX.2-P604,EVODEX.2-P606,EVODEX.2-P613,EVODEX.2-P617,EVODEX.2-P62,EVODEX.2-P622,EVODEX.2-P624,EVODEX.2-P630,EVODEX.2-P651,EVODEX.2-P656,EVODEX.2-P658,EVODEX.2-P666,EVODEX.2-P67,EVODEX.2-P673,EVODEX.2-P694,EVODEX.2-P700,EVODEX.2-P703,EVODEX.2-P707,EVODEX.2-P714,EVODEX.2-P72,EVODEX.2-P766,EVODEX.2-P772,EVODEX.2-P861,EVODEX.2-P863,EVODEX.2-P88,EVODEX.2-P89,EVODEX.2-P895,EVODEX.2-P902,EVODEX.2-P905,EVODEX.2-P910,EVODEX.2-P918,EVODEX.2-P94,EVODEX.2-P95,EVODEX.2-P950,EVODEX.2-P953,EVODEX.2-P956,EVODEX.2-P985",{'H': 1}
EVODEX.2-M3,-1.00783,"EVODEX.2-P100,EVODEX.2-P1002,EVODEX.2-P1010,EVODEX.2-P1016,EVODEX.2-P1019,EVODEX.2-P102,EVODEX.2-P1020,EVODEX.2-P1028,EVODEX.2-P1034,EVODEX.2-P104,EVODEX.2-P1080,EVODEX.2-P1081,EVODEX.2-P1082,EVODEX.2-P1086,EVODEX.2-P1112,EVODEX.2-P1123,EVODEX.2-P1125,EVODEX.2-P1149,EVODEX.2-P1165,EVODEX.2-P1180,EVODEX.2-P1199,EVODEX.2-P1233,EVODEX.2-P1245,EVODEX.2-P1250,EVODEX.2-P1259,EVODEX.2-P15,EVODEX.2-P1511,EVODEX.2-P1526,EVODEX.2-P1559,EVODEX.2-P1564,EVODEX.2-P1686,EVODEX.2-P1688,EVODEX.2-P1689,EVODEX.2-P1693,EVODEX.2-P17,EVODEX.2-P1700,EVODEX.2-P1703,EVODEX.2-P1706,EVODEX.2-P1711,EVODEX.2-P1713,EVODEX.2-P1714,EVODEX.2-P1715,EVODEX.2-P1717,EVODEX.2-P1719,EVODEX.2-P1722,EVODEX.2-P1724,EVODEX.2-P1727,EVODEX.2-P1736,EVODEX.2-P1744,EVODEX.2-P1748,EVODEX.2-P1751,EVODEX.2-P1754,EVODEX.2-P1755,EVODEX.2-P1756,EVODEX.2-P1761,EVODEX.2-P1765,EVODEX.2-P1768,EVODEX.2-P1769,EVODEX.2-P1794,EVODEX.2-P1796,EVODEX.2-P1797,EVODEX.2-P18,EVODEX.2-P1800,EVODEX.2-P1807,EVODEX.2-P191,EVODEX.2-P2,EVODEX.2-P21,EVODEX.2-P2660,EVODEX.2-P2661,EVODEX.2-P2662,EVODEX.2-P2707,EVODEX.2-P2725,EVODEX.2-P39,EVODEX.2-P56,EVODEX.2-P57,EVODEX.2-P58,EVODEX.2-P6,EVODEX.2-P61,EVODEX.2-P63,EVODEX.2-P68,EVODEX.2-P69,EVODEX.2-P74,EVODEX.2-P75,EVODEX.2-P79,EVODEX.2-P80,EVODEX.2-P85,EVODEX.2-P86,EVODEX.2-P866,EVODEX.2-P876,EVODEX.2-P884,EVODEX.2-P889,EVODEX.2-P898,EVODEX.2-P904,EVODEX.2-P907,EVODEX.2-P91,EVODEX.2-P914,EVODEX.2-P92,EVODEX.2-P93,EVODEX.2-P97,EVODEX.2-P98,EVODEX.2-P980,EVODEX.2-P984,EVODEX.2-P987,EVODEX.2-P994,EVODEX.2-P997",{'H': -1}
EVODEX.2-M4,15.9949,"EVODEX.2-P1139,EVODEX.2-P1179,EVODEX.2-P1208,EVODEX.2-P1237,EVODEX.2-P1278,EVODEX.2-P1287,EVODEX.2-P1303,EVODEX.2-P1316,EVODEX.2-P1324,EVODEX.2-P1398,EVODEX.2-P1402,EVODEX.2-P1407,EVODEX.2-P1429,EVODEX.2-P1450,EVODEX.2-P1458,EVODEX.2-P1459,EVODEX.2-P1474,EVODEX.2-P1493,EVODEX.2-P1495,EVODEX.2-P1497,EVODEX.2-P1502,EVODEX.2-P1528,EVODEX.2-P1551,EVODEX.2-P1563,EVODEX.2-P1567,EVODEX.2-P1579,EVODEX.2-P1638,EVODEX.2-P1642,EVODEX.2-P1652,EVODEX.2-P1655,EVODEX.2-P1660,EVODEX.2-P194,EVODEX.2-P198,EVODEX.2-P199,EVODEX.2-P209,EVODEX.2-P215,EVODEX.2-P217,EVODEX.2-P227,EVODEX.2-P238,EVODEX.2-P300,EVODEX.2-P3002,EVODEX.2-P306,EVODEX.2-P3506,EVODEX.2-P360,EVODEX.2-P368,EVODEX.2-P374,EVODEX.2-P382,EVODEX.2-P386,EVODEX.2-P393,EVODEX.2-P421,EVODEX.2-P423,EVODEX.2-P436,EVODEX.2-P460,EVODEX.2-P474,EVODEX.2-P475,EVODEX.2-P476,EVODEX.2-P497,EVODEX.2-P498,EVODEX.2-P501,EVODEX.2-P502,EVODEX.2-P509,EVODEX.2-P515,EVODEX.2-P521,EVODEX.2-P522,EVODEX.2-P538,EVODEX.2-P547,EVODEX.2-P576,EVODEX.2-P585,EVODEX.2-P587,EVODEX.2-P592,EVODEX.2-P601,EVODEX.2-P615,EVODEX.2-P619,EVODEX.2-P620,EVODEX.2-P621,EVODEX.2-P627,EVODEX.2-P632,EVODEX.2-P637,EVODEX.2-P638,EVODEX.2-P646,EVODEX.2-P652,EVODEX.2-P661,EVODEX.2-P667,EVODEX.2-P669,EVODEX.2-P670,EVODEX.2-P687,EVODEX.2-P689,EVODEX.2-P705,EVODEX.2-P722,EVODEX.2-P724,EVODEX.2-P727,EVODEX.2-P731,EVODEX.2-P732,EVODEX.2-P738,EVODEX.2-P741,EVODEX.2-P745,EVODEX.2-P756,EVODEX.2-P758,EVODEX.2-P767,EVODEX.2-P836,EVODEX.2-P849,EVODEX.2-P87,EVODEX.2-P942,EVODEX.2-P954",{'O': 1}
EVODEX.2-M5,2.01566,"EVODEX.2-P1,EVODEX.2-P1021,EVODEX.2-P106,EVODEX.2-P1074,EVODEX.2-P1075,EVODEX.2-P1076,EVODEX.2-P1077,EVODEX.2-P1079,EVODEX.2-P1093,EVODEX.2-P1098,EVODEX.2-P1143,EVODEX.2-P1194,EVODEX.2-P12,EVODEX.2-P1212,EVODEX.2-P1234,EVODEX.2-P1241,EVODEX.2-P1247,EVODEX.2-P1264,EVODEX.2-P1279,EVODEX.2-P13,EVODEX.2-P1383,EVODEX.2-P1391,EVODEX.2-P14,EVODEX.2-P1535,EVODEX.2-P1538,EVODEX.2-P1541,EVODEX.2-P1560,EVODEX.2-P1568,EVODEX.2-P159,EVODEX.2-P164,EVODEX.2-P1671,EVODEX.2-P1673,EVODEX.2-P1675,EVODEX.2-P27,EVODEX.2-P3,EVODEX.2-P33,EVODEX.2-P35,EVODEX.2-P4,EVODEX.2-P41,EVODEX.2-P48,EVODEX.2-P5,EVODEX.2-P50,EVODEX.2-P512,EVODEX.2-P519,EVODEX.2-P520,EVODEX.2-P525,EVODEX.2-P533,EVODEX.2-P535,EVODEX.2-P551,EVODEX.2-P555,EVODEX.2-P559,EVODEX.2-P573,EVODEX.2-P578,EVODEX.2-P586,EVODEX.2-P59,EVODEX.2-P599,EVODEX.2-P603,EVODEX.2-P608,EVODEX.2-P610,EVODEX.2-P625,EVODEX.2-P64,EVODEX.2-P649,EVODEX.2-P650,EVODEX.2-P659,EVODEX.2-P662,EVODEX.2-P668,EVODEX.2-P686,EVODEX.2-P688,EVODEX.2-P690,EVODEX.2-P691,EVODEX.2-P698,EVODEX.2-P7,EVODEX.2-P709,EVODEX.2-P71,EVODEX.2-P716,EVODEX.2-P717,EVODEX.2-P719,EVODEX.2-P721,EVODEX.2-P728,EVODEX.2-P743,EVODEX.2-P744,EVODEX.2-P746,EVODEX.2-P748,EVODEX.2-P763,EVODEX.2-P78,EVODEX.2-P8,EVODEX.2-P864,EVODEX.2-P90,EVODEX.2-P943,EVODEX.2-P948,EVODEX.2-P949,EVODEX.2-P96,EVODEX.2-P979,EVODEX.2-P993",{'H': 2}
EVODEX.2-M6,-18.010559999999998,"EVODEX.2-P136,EVODEX.2-P1368,EVODEX.2-P1376,EVODEX.2-P1378,EVODEX.2-P1388,EVODEX.2-P1390,EVODEX.2-P140,EVODEX.2-P193,EVODEX.2-P195,EVODEX.2-P196,EVODEX.2-P197,EVODEX.2-P203,EVODEX.2-P207,EVODEX.2-P214,EVODEX.2-P241,EVODEX.2-P253,EVODEX.2-P259,EVODEX.2-P265,EVODEX.2-P276,EVODEX.2-P287,EVODEX.2-P289,EVODEX.2-P3520,EVODEX.2-P3698,EVODEX.2-P3702,EVODEX.2-P3706,EVODEX.2-P3732,EVODEX.2-P4102,EVODEX.2-P4146,EVODEX.2-P4213,EVODEX.2-P4383,EVODEX.2-P4387,EVODEX.2-P4406,EVODEX.2-P4408,EVODEX.2-P4446,EVODEX.2-P4489,EVODEX.2-P4496,EVODEX.2-P4499,EVODEX.2-P4503,EVODEX.2-P4521,EVODEX.2-P4529,EVODEX.2-P4531,EVODEX.2-P4812,EVODEX.2-P4819,EVODEX.2-P4856,EVODEX.2-P4875,EVODEX.2-P4881,EVODEX.2-P4884,EVODEX.2-P4914,EVODEX.2-P4939,EVODEX.2-P4941,EVODEX.2-P4943,EVODEX.2-P5040,EVODEX.2-P5112,EVODEX.2-P5113,EVODEX.2-P5115,EVODEX.2-P5120,EVODEX.2-P5126,EVODEX.2-P5598,EVODEX.2-P5599,EVODEX.2-P5600,EVODEX.2-P5646,EVODEX.2-P5647,EVODEX.2-P5649,EVODEX.2-P5651,EVODEX.2-P5655,EVODEX.2-P5661,EVODEX.2-P5664,EVODEX.2-P5720,EVODEX.2-P5724,EVODEX.2-P5726,EVODEX.2-P5729,EVODEX.2-P5764,EVODEX.2-P5774,EVODEX.2-P5824,EVODEX.2-P5833,EVODEX.2-P5861,EVODEX.2-P5875,EVODEX.2-P5931,EVODEX.2-P6024,EVODEX.2-P6078,EVODEX.2-P693,EVODEX.2-P740,EVODEX.2-P752,EVODEX.2-P754,EVODEX.2-P759,EVODEX.2-P761,EVODEX.2-P789,EVODEX.2-P794,EVODEX.2-P798,EVODEX.2-P813,EVODEX.2-P818","{'H': -2, 'O': -1}"
EVODEX.2-M7,-15.9949,"EVODEX.2-P1025,EVODEX.2-P1105,EVODEX.2-P1130,EVODEX.2-P1155,EVODEX.2-P1202,EVODEX.2-P1224,EVODEX.2-P1230,EVODEX.2-P1231,EVODEX.2-P1257,EVODEX.2-P1260,EVODEX.2-P1517,EVODEX.2-P1518,EVODEX.2-P1549,EVODEX.2-P1571,EVODEX.2-P1572,EVODEX.2-P180,EVODEX.2-P181,EVODEX.2-P212,EVODEX.2-P23,EVODEX.2-P305,EVODEX.2-P310,EVODEX.2-P313,EVODEX.2-P328,EVODEX.2-P344,EVODEX.2-P346,EVODEX.2-P356,EVODEX.2-P362,EVODEX.2-P367,EVODEX.2-P381,EVODEX.2-P385,EVODEX.2-P390,EVODEX.2-P407,EVODEX.2-P418,EVODEX.2-P422,EVODEX.2-P440,EVODEX.2-P447,EVODEX.2-P453,EVODEX.2-P456,EVODEX.2-P457,EVODEX.2-P461,EVODEX.2-P465,EVODEX.2-P472,EVODEX.2-P473,EVODEX.2-P503,EVODEX.2-P506,EVODEX.2-P511,EVODEX.2-P529,EVODEX.2-P544,EVODEX.2-P549,EVODEX.2-P554,EVODEX.2-P558,EVODEX.2-P562,EVODEX.2-P565,EVODEX.2-P574,EVODEX.2-P577,EVODEX.2-P583,EVODEX.2-P607,EVODEX.2-P611,EVODEX.2-P616,EVODEX.2-P629,EVODEX.2-P639,EVODEX.2-P643,EVODEX.2-P644,EVODEX.2-P675,EVODEX.2-P683,EVODEX.2-P685,EVODEX.2-P696,EVODEX.2-P715,EVODEX.2-P720,EVODEX.2-P723,EVODEX.2-P725,EVODEX.2-P726,EVODEX.2-P729,EVODEX.2-P730,EVODEX.2-P733,EVODEX.2-P736,EVODEX.2-P737,EVODEX.2-P739,EVODEX.2-P755,EVODEX.2-P757,EVODEX.2-P760,EVODEX.2-P765,EVODEX.2-P806,EVODEX.2-P821,EVODEX.2-P841,EVODEX.2-P843,EVODEX.2-P929,EVODEX.2-P946,EVODEX.2-P947",{'O': -1}
EVODEX.2-M8,-767.1154799999999,"EVODEX.2-P1916,EVODEX.2-P1923,EVODEX.2-P1925,EVODEX.2-P1928,EVODEX.2-P1930,EVODEX.2-P1933,EVODEX.2-P1937,EVODEX.2-P1939,EVODEX.2-P1941,EVODEX.2-P1945,EVODEX.2-P1960,EVODEX.2-P1963,EVODEX.2-P1965,EVODEX.2-P1969,EVODEX.2-P1971,EVODEX.2-P1975,EVODEX.2-P1982,EVODEX.2-P1987,EVODEX.2-P1994,EVODEX.2-P1998,EVODEX.2-P2008,EVODEX.2-P2017,EVODEX.2-P2022,EVODEX.2-P2025,EVODEX.2-P2027,EVODEX.2-P2028,EVODEX.2-P2030,EVODEX.2-P2034,EVODEX.2-P2038,EVODEX.2-P2044,EVODEX.2-P2052,EVODEX.2-P2054,EVODEX.2-P2057,EVODEX.2-P2068,EVODEX.2-P2071,EVODEX.2-P2073,EVODEX.2-P2074,EVODEX.2-P2085,EVODEX.2-P2088,EVODEX.2-P2090,EVODEX.2-P2093,EVODEX.2-P2095,EVODEX.2-P2115,EVODEX.2-P2121,EVODEX.2-P2124,EVODEX.2-P2128,EVODEX.2-P2144,EVODEX.2-P2158,EVODEX.2-P2160,EVODEX.2-P2162,EVODEX.2-P2168,EVODEX.2-P2173,EVODEX.2-P2177,EVODEX.2-P2178,EVODEX.2-P2186,EVODEX.2-P2189,EVODEX.2-P2190,EVODEX.2-P2195,EVODEX.2-P2197,EVODEX.2-P2204,EVODEX.2-P2206,EVODEX.2-P2207,EVODEX.2-P2210,EVODEX.2-P2220,EVODEX.2-P2223,EVODEX.2-P2224,EVODEX.2-P2234,EVODEX.2-P2236,EVODEX.2-P2239,EVODEX.2-P2313,EVODEX.2-P2321,EVODEX.2-P2327,EVODEX.2-P2331,EVODEX.2-P2339,EVODEX.2-P2354,EVODEX.2-P2363,EVODEX.2-P2370,EVODEX.2-P2386,EVODEX.2-P2394,EVODEX.2-P2403,EVODEX.2-P2408,EVODEX.2-P2414,EVODEX.2-P3797,EVODEX.2-P3799,EVODEX.2-P5899","{'C': -21, 'H': -36, 'N': -7, 'O': -16, 'P': -3, 'S': -1}"
EVODEX.2-M9,-2.01566,"EVODEX.2-P10,EVODEX.2-P1035,EVODEX.2-P105,EVODEX.2-P1053,EVODEX.2-P1057,EVODEX.2-P1099,EVODEX.2-P1108,EVODEX.2-P112,EVODEX.2-P113,EVODEX.2-P1136,EVODEX.2-P1178,EVODEX.2-P1198,EVODEX.2-P1215,EVODEX.2-P1222,EVODEX.2-P1244,EVODEX.2-P1284,EVODEX.2-P1311,EVODEX.2-P1312,EVODEX.2-P1317,EVODEX.2-P1397,EVODEX.2-P1409,EVODEX.2-P1422,EVODEX.2-P1434,EVODEX.2-P1440,EVODEX.2-P1449,EVODEX.2-P146,EVODEX.2-P1475,EVODEX.2-P1483,EVODEX.2-P1494,EVODEX.2-P1496,EVODEX.2-P1498,EVODEX.2-P1508,EVODEX.2-P1533,EVODEX.2-P1558,EVODEX.2-P1565,EVODEX.2-P1578,EVODEX.2-P1580,EVODEX.2-P1595,EVODEX.2-P16,EVODEX.2-P1604,EVODEX.2-P1607,EVODEX.2-P1639,EVODEX.2-P1643,EVODEX.2-P1648,EVODEX.2-P1681,EVODEX.2-P1683,EVODEX.2-P19,EVODEX.2-P25,EVODEX.2-P26,EVODEX.2-P29,EVODEX.2-P32,EVODEX.2-P34,EVODEX.2-P65,EVODEX.2-P66,EVODEX.2-P81,EVODEX.2-P860,EVODEX.2-P865,EVODEX.2-P874,EVODEX.2-P882,EVODEX.2-P924,EVODEX.2-P925,EVODEX.2-P933,EVODEX.2-P936,EVODEX.2-P940,EVODEX.2-P941,EVODEX.2-P991,EVODEX.2-P995",{'H': -2}
