id,smirks,sources,hash
EVODEX.1-N21,[#8:24]-[#6@@:25](-[#6@:5])(-[#8:26]-[#6:27])-[H:66].[H]-[#8:42]-[#6:41]>>[#8:24]-[#6@:25](-[#6@:5])(-[#8:42]-[#6:41])-[H:66].[H]-[#8:26]-[#6:27],"EVODEX.1-P2386,EVODEX.1-P2387,EVODEX.1-P2388,EVODEX.1-P2405,EVODEX.1-P2407,EVODEX.1-P4446,EVODEX.1-P4467,EVODEX.1-P4469,EVODEX.1-P4479,EVODEX.1-P4530,EVODEX.1-P4531,EVODEX.1-P4540,EVODEX.1-P4542",87748581453070377953148948259274955411543454855310917061907240908303159218074
EVODEX.1-N22,[H]-[#6:7](-[#6:6])(-[#8:8]-[H])-[H:12]>>[#6:6]-[#6:7](=[#8:8])-[H:12],"EVODEX.1-P1,EVODEX.1-P105,EVODEX.1-P116,EVODEX.1-P144,EVODEX.1-P15,EVODEX.1-P2,EVODEX.1-P22,EVODEX.1-P44,EVODEX.1-P47,EVODEX.1-P62,EVODEX.1-P68,EVODEX.1-P95",97378729520138447854836188905490993365497144899615848364835264623866286409471
EVODEX.1-N23,[H]-[#8]-[#6@@]1(-[H])-[#6@@](-[H])(-[#8]-[H])-[#6@](-[H])(-[#7]2:[#6](-[H]):[#6](-[H]):[#6](=[#8]):[#7](-[H]):[#6]:2=[#8])-[#8]-[#6@]-1(-[H])-[#6](-[H])(-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#6@@:19](-[H:61])(-[#8:20])-[#6@:26].[H]-[#8:53]-[#6@:52]>>[#8:53](-[#6@@:19](-[H:61])(-[#8:20])-[#6@:26])-[#6@:52],"EVODEX.1-P2244,EVODEX.1-P2266,EVODEX.1-P2305,EVODEX.1-P2310,EVODEX.1-P2317,EVODEX.1-P2319,EVODEX.1-P2322,EVODEX.1-P2323,EVODEX.1-P2324,EVODEX.1-P2428,EVODEX.1-P2501,EVODEX.1-P2510",81866427887031033276001463144383684576699239090236837996608627500874551568027
EVODEX.1-N24,([#15:15]-[#8:18]-[#6@@:19](-[H:72])(-[#8:20])-[#6@:26].[#8:29]-[#6@@:28](-[#6@@:8])(-[H:85])-[#6@:30](-[#6@:6])(-[#8:31])-[H:87]).[H]-[#8:62]-[#6@@:61]>>[#8:62](-[#6@:19](-[H:72])(-[#8:20])-[#6@:26])-[#6@@:61].([H]-[#8:18]-[#15:15].[#8:31]-[#6@:30](-[#6@:6])(-[H:87])-[#6@@:28](-[#6@@:8])(-[#8:29])-[H:85]),"EVODEX.1-P2270,EVODEX.1-P2314,EVODEX.1-P2321,EVODEX.1-P2341,EVODEX.1-P2342,EVODEX.1-P2345,EVODEX.1-P2353,EVODEX.1-P2378,EVODEX.1-P2380,EVODEX.1-P2445,EVODEX.1-P2509,EVODEX.1-P2511",675619902382698551514616236831326749474144727563665637835952348858255574125
EVODEX.1-N25,[H]-[#6@@:3](-[#6:2])(-[#8:4]-[H])-[#6@@:5]>>[#6:2]-[#6:3](=[#8:4])-[#6@@:5],"EVODEX.1-P101,EVODEX.1-P103,EVODEX.1-P21,EVODEX.1-P29,EVODEX.1-P32,EVODEX.1-P43,EVODEX.1-P45,EVODEX.1-P63,EVODEX.1-P74,EVODEX.1-P90",34171091940788578241217381591686143855877388655982542137051948926862725989
EVODEX.1-N26,[#6:9]-[#6:10](=[#6:11](-[#6:12])-[H:146])-[H:147]>>[H]-[#6:10](-[#6:9])(-[#6:11](-[H])(-[#6:12])-[H:146])-[H:147],"EVODEX.1-P49,EVODEX.1-P803,EVODEX.1-P804,EVODEX.1-P814,EVODEX.1-P815,EVODEX.1-P816,EVODEX.1-P817,EVODEX.1-P818,EVODEX.1-P819,EVODEX.1-P831",102173745136650840070409006156090118837098604306528178480470853177887086923109
EVODEX.1-N27,[H]-[#6:5](-[#6:4])=[#8:6].[H]-[#8:7]-[H:18]>>[#6:4]-[#6:5](=[#8:6])-[#8:7]-[H:18],"EVODEX.1-P59,EVODEX.1-P682,EVODEX.1-P688,EVODEX.1-P689,EVODEX.1-P691,EVODEX.1-P694,EVODEX.1-P701,EVODEX.1-P733,EVODEX.1-P745,EVODEX.1-P779",112511881853663473423070289378829590818543221350978921244543124391015505001088
EVODEX.1-N28,[H]-[#16:48]-[#6:47].[H]-[#8]-[#6:56](-[#6:55])=[#8:57]>>[#6:47]-[#16:48]-[#6:56](-[#6:55])=[#8:57],"EVODEX.1-P1583,EVODEX.1-P303,EVODEX.1-P6661,EVODEX.1-P6771,EVODEX.1-P6774,EVODEX.1-P6781,EVODEX.1-P6786,EVODEX.1-P6801,EVODEX.1-P6857,EVODEX.1-P6859",61187114831279063366420707981251428954378187888360961019009266533287281239249
EVODEX.1-N29,[#6:55]-[#6:56](=[#8:57])-[#8:58]-[H:132].[H]-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#15:74](-[#8:73])(=[#8:75])-[#8:76]>>[H]-[#8]-[#6@]1(-[H])-[#6@](-[H])(-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[H])-[#6@@](-[H])(-[#6](-[H])(-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#6](-[H])(-[H])-[#6](-[#6](-[H])(-[H])-[H])(-[#6](-[H])(-[H])-[H])-[#6@@](-[H])(-[#8]-[H])-[#6](=[#8])-[#7](-[H])-[#6](-[H])(-[H])-[#6](-[H])(-[H])-[#6](=[#8])-[#7](-[H])-[#6](-[H])(-[H])-[#6](-[H])(-[H])-[#16]-[#6:56](-[#6:55])=[#8:57])-[#8]-[#6@@]-1(-[H])-[#7]1:[#6](-[H]):[#7]:[#6]2:[#6](-[#7](-[H])-[H]):[#7]:[#6](-[H]):[#7]:[#6]:1:2.[#8:58](-[#15:74](-[#8:73])(=[#8:75])-[#8:76])-[H:132],"EVODEX.1-P306,EVODEX.1-P6699,EVODEX.1-P6705,EVODEX.1-P6707,EVODEX.1-P6712,EVODEX.1-P6792,EVODEX.1-P6797,EVODEX.1-P6821,EVODEX.1-P6856,EVODEX.1-P6861",32861623638051320971600493539377848430145034778452280423463487918793169793284
EVODEX.1-N30,[H]-[#6:5](-[#6:3])=[#8:6].[#8:8]=[#8:9].[H]-[#8:7]-[H:18]>>[#6:3]-[#6:5](=[#8:6])-[#8:7]-[H:18].[H]-[#8:8]-[#8:9]-[H],"EVODEX.1-P660,EVODEX.1-P662,EVODEX.1-P764,EVODEX.1-P766,EVODEX.1-P767,EVODEX.1-P770,EVODEX.1-P772,EVODEX.1-P774,EVODEX.1-P775,EVODEX.1-P777",41895592801026372432857799693202935485221142526284018584548284393697777370278
EVODEX.1-N31,[H]-[#6:6](-[#6:5])=[#8:7].[#8:15]=[#8:16]>>[H]-[#8]-[#6:6](-[#6:5])=[#8:7].[H]-[#8:15]-[#8:16]-[H],"EVODEX.1-P664,EVODEX.1-P763,EVODEX.1-P765,EVODEX.1-P768,EVODEX.1-P769,EVODEX.1-P771,EVODEX.1-P773,EVODEX.1-P776,EVODEX.1-P778,EVODEX.1-P789",78221270981934683963104023855502335254709394536706602008279834137400678831137
EVODEX.1-N32,[H]-[#6:5](-[#6:4])=[#8:6]>>[H]-[#8]-[#6:5](-[#6:4])=[#8:6],"EVODEX.1-P681,EVODEX.1-P683,EVODEX.1-P684,EVODEX.1-P690,EVODEX.1-P698,EVODEX.1-P699,EVODEX.1-P703,EVODEX.1-P746,EVODEX.1-P758,EVODEX.1-P780",64317071724587506873182351225496884598577263834697379356316965210718404713566
EVODEX.1-N33,[#6:4]-[#6:5](=[#6:6](-[#6:7])-[#6:10])-[H:62]>>[H]-[#6:5](-[#6:4])(-[#6:6](-[H])(-[#6:7])-[#6:10])-[H:62],"EVODEX.1-P797,EVODEX.1-P799,EVODEX.1-P800,EVODEX.1-P822,EVODEX.1-P830,EVODEX.1-P832,EVODEX.1-P833,EVODEX.1-P834,EVODEX.1-P835,EVODEX.1-P846",63230454533161947871397931566647232683370865603166787686256724269494560699223
EVODEX.1-N34,[H]-[#7](-[H])-[#6@:2](-[H])(-[#6:1])-[#6:4].[H]-[#8:14]-[H]>>[#6:1]-[#6:2](-[#6:4])=[#8:14],"EVODEX.1-P1048,EVODEX.1-P875,EVODEX.1-P878,EVODEX.1-P886,EVODEX.1-P909,EVODEX.1-P924,EVODEX.1-P945,EVODEX.1-P948,EVODEX.1-P961,EVODEX.1-P965",56610265120891978125449166241942317667413355714296268957747264581684802218995
EVODEX.1-N35,[H]-[#7:1](-[H:82])-[H:83].[#8]=[#6:49](-[#6:47])-[#6:51]>>[H]-[#6@@:49](-[#7:1](-[H:82])-[H:83])(-[#6:47])-[#6:51],"EVODEX.1-P876,EVODEX.1-P877,EVODEX.1-P883,EVODEX.1-P884,EVODEX.1-P891,EVODEX.1-P896,EVODEX.1-P904,EVODEX.1-P908,EVODEX.1-P917,EVODEX.1-P923",74998885502983975250413606900932036264205380566640561968949467604501179358655
EVODEX.1-N36,[#6:3]-[#6:5](=[#8:6])-[#6:7]>>[H]-[#7](-[H])-[#6@:5](-[H])(-[#6:3])-[#6:7].[H]-[#8:6]-[H],"EVODEX.1-P879,EVODEX.1-P890,EVODEX.1-P893,EVODEX.1-P900,EVODEX.1-P903,EVODEX.1-P905,EVODEX.1-P912,EVODEX.1-P915,EVODEX.1-P925,EVODEX.1-P985",8967548646424934428051846003246537471299361966100236836105069448282299912213
