id,smirks,sources
EVODEX.1-E1108,[H][O:2][C:1]>>[H]O[C@]1([H])[C@@]([H])(O[H])[C@]([H])([O:2][C:1])OC([H])([H])[C@@]1([H])O[H],"EVODEX.1-P3613,EVODEX.1-P3614,EVODEX.1-P3615,EVODEX.1-P3621,EVODEX.1-P3626"
EVODEX.1-E1109,[H]O[C:42]([C:40])=[O:43]>>[H]OC(=O)[C@@]([H])(N([H])[C:42]([C:40])=[O:43])C([H])(C([H])([H])[H])C([H])([H])[H],"EVODEX.1-P10170,EVODEX.1-P9937,EVODEX.1-P9939"
EVODEX.1-E1111,[H]N[H]>>[H]NC([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],"EVODEX.1-P3766,EVODEX.1-P3769,EVODEX.1-P3770"
EVODEX.1-E1114,[H]OC(=O)C([H])([H])[C@@]([H])(C(=O)O[H])[N:6]([C:7])[H:47]>>[H][N:6]([C:7])[H:47],"EVODEX.1-P1674,EVODEX.1-P9332,EVODEX.1-P9334,EVODEX.1-P9337,EVODEX.1-P9341"
EVODEX.1-E1117,[H][N:1]([C:2])[H:46]>>[H]OC(=O)C([H])([H])[C@@]([H])(C(=O)O[H])[N:1]([C:2])[H:46],"EVODEX.1-P9320,EVODEX.1-P9333,EVODEX.1-P9335,EVODEX.1-P9342"
EVODEX.1-E1118,[C:15][O:16][C:17](=[O:18])[C:19]>>[H][O:16][C:15].[H]OC(=O)C1=C(C([H])([H])[H])C([H])([H])S[C@@]2([H])N1C(=O)[C@@]2([H])N([H])[C:17](=[O:18])[C:19],"EVODEX.1-P5902,EVODEX.1-P5906,EVODEX.1-P5909,EVODEX.1-P5912,EVODEX.1-P5916"
EVODEX.1-E1119,[H][C:2]([N:1])([C:3])[H:20].[H]OC(=O)C(=O)[C:11]([C:12])([H:30])[H:31]>>[N:1][C@:2]([C:3])([C:11]([C:12])([H:30])[H:31])[H:20],"EVODEX.1-P4535,EVODEX.1-P4537"
EVODEX.1-E1120,[H][N:7]([C:8])[H:32]>>[H]OC(=O)[C@@]([H])(C([H])([H])[H])[N:7]([C:8])[H:32],"EVODEX.1-P1891,EVODEX.1-P1913"
EVODEX.1-E1121,[H][N:5]([C:4])[H:51]>>[H]N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)[N:5]([C:4])[H:51],"EVODEX.1-P6956,EVODEX.1-P6959,EVODEX.1-P6960"
EVODEX.1-E1122,[H]O[C:11]([C:2])=[O:12]>>[H]OC(=O)[C@@]1([H])N([C:11]([C:2])=[O:12])C([H])([H])C([H])([H])C1([H])[H],EVODEX.1-P10004
EVODEX.1-E1123,[H]O[C:42]([C:40])=[O:43]>>[H]OC(=O)[C@@]([H])(N([H])[C:42]([C:40])=[O:43])C([H])([H])C([H])([H])[H],"EVODEX.1-P9867,EVODEX.1-P9871,EVODEX.1-P9873"
EVODEX.1-E1124,[H][S:15][C:13]>>[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])[S:15][C:13],"EVODEX.1-P3800,EVODEX.1-P3803,EVODEX.1-P3811,EVODEX.1-P3813,EVODEX.1-P3822"
EVODEX.1-E1125,[H][O:17][C:16]>>[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])[O:17][C:16],"EVODEX.1-P3748,EVODEX.1-P3784,EVODEX.1-P3840,EVODEX.1-P3842,EVODEX.1-P3845"
EVODEX.1-E1126,[H][N:28]([C:29])[H:82]>>[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])[N:28]([C:29])[H:82],"EVODEX.1-P1923,EVODEX.1-P1924,EVODEX.1-P3758"
