id,smirks,sources,hash
EVODEX.2-Dm98,[#6:8](-[#6@@:6])(-[#6:9]=[#8:10])(-[#1:37])-[#1].[#6:16]-[#6:17](=[#8:18])-[#6:19](=[#8:20])-[#8:21]-[#1].[#8:22]=[#8:23]>>[#6:19](=[#8:20])=[#8:21].[#6:8](-[#6@@:6])(-[#6:9]=[#8:10])(-[#8:22]-[#1])-[#1:37].[#6:16]-[#6:17](=[#8:18])-[#8:23]-[#1],"EVODEX.2-P302,EVODEX.2-P338,EVODEX.2-P345,EVODEX.2-P350,EVODEX.2-P357,EVODEX.2-P370,EVODEX.2-P375,EVODEX.2-P383,EVODEX.2-P396,EVODEX.2-P402",53413498897443896738897592233029831877410895232469099299620299037747069474057
EVODEX.2-Dm99,[#6:8](-[#6@@:6])(-[#6:9]=[#8:10])(-[#1:37])-[#1].[#6:16]-[#6:17](=[#8:18])-[#6](=[#8])-[#8].[#8:22]=[#8:23]>>[#6:8](-[#6@@:6])(-[#6:9]=[#8:10])(-[#8:22]-[#1])-[#1:37].[#6:16]-[#6:17](=[#8:18])-[#8:23]-[#1],"EVODEX.2-P303,EVODEX.2-P335,EVODEX.2-P340,EVODEX.2-P348,EVODEX.2-P353,EVODEX.2-P371,EVODEX.2-P377,EVODEX.2-P378,EVODEX.2-P391,EVODEX.2-P403",49754457667071599089505015299381693783933626482211891812643031742525305193651
EVODEX.2-Dm100,[#6:8](-[#6@@:6])(-[#6:9]=[#8:10])(-[#1:37])-[#1].[#8:22]=[#8]>>[#6:8](-[#6@@:6])(-[#6:9]=[#8:10])(-[#8:22]-[#1])-[#1:37],"EVODEX.2-P305,EVODEX.2-P344,EVODEX.2-P346,EVODEX.2-P356,EVODEX.2-P362,EVODEX.2-P367,EVODEX.2-P381,EVODEX.2-P385,EVODEX.2-P390,EVODEX.2-P407",44954213276333468645042788627982357865473872102456261719026471691650920949576
EVODEX.2-Dm110,[#6:3]-[#6:4](-[#6:5]=[#8:6])(-[#1:26])-[#1].[#8:18]=[#8].[#6]-[#6](=[#8])-[#6:15](=[#8:16])-[#8:17]-[#1]>>[#6:15](=[#8:16])=[#8:17].[#6:3]-[#6@:4](-[#6:5]=[#8:6])(-[#8:18]-[#1])-[#1:26],"EVODEX.2-P333,EVODEX.2-P351,EVODEX.2-P352,EVODEX.2-P358,EVODEX.2-P363,EVODEX.2-P376,EVODEX.2-P394,EVODEX.2-P399,EVODEX.2-P405,EVODEX.2-P482",99134630150855993635796671884508145249966354414096215770630692896258521523951
EVODEX.2-Dm248,[#6]-[#6@](-[#7:5](-[#1])-[#1])(-[#6]=[#8])-[#1]>>[#7:5](-[#1])(-[#1])-[#1],"EVODEX.2-P1101,EVODEX.2-P1107,EVODEX.2-P1266,EVODEX.2-P1354,EVODEX.2-P1445,EVODEX.2-P2282,EVODEX.2-P2284,EVODEX.2-P2287,EVODEX.2-P5678,EVODEX.2-P5680",113129692695287327597462663336531553659943509699039216761831053926730284136890
EVODEX.2-Dm415,[#8:8]=[#6:9](-[#6:10]1:[#6:11]:[#6:12]:[#6:13]:[#6:14]:[#6:15]:1)-[#1:20]>>[#6](=[#8])(-[#6])-[#6@:9](-[#8:8]-[#1])(-[#6:10]1:[#6:11]:[#6:12]:[#6:13]:[#6:14]:[#6:15]:1)-[#1:20],"EVODEX.2-P1870,EVODEX.2-P1881,EVODEX.2-P1902,EVODEX.2-P1903,EVODEX.2-P5427,EVODEX.2-P5428,EVODEX.2-P5429,EVODEX.2-P5518,EVODEX.2-P5519,EVODEX.2-P5520",42851506079956509990856683107246852173257900728924079041809367659683712799603
EVODEX.2-Dm429,[#6]-[#16]-[#6:49](=[#8:50])/[#6:51]=[#6:52]/[#6:53]1:[#6:54]:[#6:55]:[#6:56]:[#6:58]:[#6:59]:1>>[#6:49](=[#8:50])(/[#6:51]=[#6:52]/[#6:53]1:[#6:54]:[#6:55]:[#6:56]:[#6:58]:[#6:59]:1)-[#8]-[#6],"EVODEX.2-P1908,EVODEX.2-P1952,EVODEX.2-P1954,EVODEX.2-P1955,EVODEX.2-P1959,EVODEX.2-P1977,EVODEX.2-P1985,EVODEX.2-P2036,EVODEX.2-P2087,EVODEX.2-P2241",13279047932909469012867315935423369220835521805693633440666035347063372718864
EVODEX.2-Dm430,[#6:3]1:[#6:4]:[#6:5](/[#6:6]=[#6:7]/[#6:8](=[#8:9])-[#16:10]-[#6:11]):[#6:58]:[#6:59]:[#6:60]:1.[#6:65]-[#8:66]-[#1]>>[#6:3]1:[#6:4]:[#6:5](/[#6:6]=[#6:7]/[#6:8](=[#8:9])-[#8:66]-[#6:65]):[#6:58]:[#6:59]:[#6:60]:1.[#16:10](-[#6:11])-[#1],"EVODEX.2-P1909,EVODEX.2-P1951,EVODEX.2-P1953,EVODEX.2-P1956,EVODEX.2-P1958,EVODEX.2-P1974,EVODEX.2-P1979,EVODEX.2-P2041,EVODEX.2-P2042,EVODEX.2-P2080",19069156182156848449886399250354579991245340009995115248517366506036949487530
EVODEX.2-Dm446,[#6:3]1:[#6:4]:[#6:5](/[#6:6]=[#6:7]/[#6:8](=[#8:9])-[#16]-[#6]):[#6:58]:[#6:59]:[#6:60]:1.[#6:70]-[#8:71]-[#1]>>[#6:3]1:[#6:4]:[#6:5](/[#6:6]=[#6:7]/[#6:8](=[#8:9])-[#8:71]-[#6:70]):[#6:58]:[#6:59]:[#6:60]:1,"EVODEX.2-P1945,EVODEX.2-P1960,EVODEX.2-P1963,EVODEX.2-P1965,EVODEX.2-P1975,EVODEX.2-P1982,EVODEX.2-P1987,EVODEX.2-P2038,EVODEX.2-P2085,EVODEX.2-P2088",9011215648172307344496895813015565345290988382768474826941869304087355509136
EVODEX.2-Dm449,[#6:106]-[#16:107]-[#6:108](=[#8:109])/[#6:110]=[#6:111]/[#6:112]1:[#6:113]:[#6:114]:[#6:115]:[#6:117]:[#6:118]:1>>[#6:108](=[#8:109])(/[#6:110]=[#6:111]/[#6:112]1:[#6:113]:[#6:114]:[#6:115]:[#6:117]:[#6:118]:1)-[#8]-[#6].[#6:106]-[#16:107]-[#1],"EVODEX.2-P1964,EVODEX.2-P1981,EVODEX.2-P1986,EVODEX.2-P2037,EVODEX.2-P2043,EVODEX.2-P2081,EVODEX.2-P2083,EVODEX.2-P2084,EVODEX.2-P2086,EVODEX.2-P2242",35977567608683066278260209729632578482600736636244394081344059447420574285291
EVODEX.2-Dm452,[#6:1](-[#6:2]=[#8:3])(-[#1:115])(-[#1:116])-[#1]>>[#6:1](-[#6:2]=[#8:3])(-[#6](-[#6])=[#8])(-[#1:115])-[#1:116],"EVODEX.2-P1989,EVODEX.2-P1995,EVODEX.2-P2000,EVODEX.2-P2216,EVODEX.2-P2226,EVODEX.2-P5523,EVODEX.2-P5528,EVODEX.2-P5529,EVODEX.2-P5530,EVODEX.2-P5531",77828029863941228549426724524866690660229721910547910624733800735946519502852
EVODEX.2-Dm510,[#6:4]-[#6:5](=[#8:6])-[#7:7](-[#6:8]1:[#6:9]:[#6:10]:[#6:11](-[#7&+:12]=[#8:13]):[#6:15](-[#6:16]=[#8:17]):[#6:19]:1)-[#1]>>[#6:4]-[#6:5](=[#8:6])-[#8]-[#1].[#7:7](-[#6:8]1:[#6:9]:[#6:10]:[#6:11](-[#7&+:12]=[#8:13]):[#6:15](-[#6:16]=[#8:17]):[#6:19]:1)(-[#1])-[#1],"EVODEX.2-P2270,EVODEX.2-P3710,EVODEX.2-P4393,EVODEX.2-P4398,EVODEX.2-P4454,EVODEX.2-P4609,EVODEX.2-P4612,EVODEX.2-P4618,EVODEX.2-P4620,EVODEX.2-P4821",110683314834039027117225125382422818861683810512454782281144930230865365459370
EVODEX.2-Dm591,[#6:1]=[#6:2](-[#7:3](-[#6](-[#8])(-[#6@])-[#1])-[#1])-[#6:17]=[#8:18]>>[#6:1]=[#6:2](-[#7:3](-[#1])-[#1])-[#6:17]=[#8:18],"EVODEX.2-P2602,EVODEX.2-P4251,EVODEX.2-P4322,EVODEX.2-P4337,EVODEX.2-P4678,EVODEX.2-P4769,EVODEX.2-P4770,EVODEX.2-P4784,EVODEX.2-P4797,EVODEX.2-P4862",1008235434632184955882037260814289262994398643211538291673762919347280117205
EVODEX.2-Dm848,[#6:17]-[#6:18](=[#8:19])-[#7](-[#6]1:[#6]:[#6]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#6]:1)-[#1]>>[#6:17]-[#6:18](=[#8:19])-[#8]-[#1],"EVODEX.2-P3660,EVODEX.2-P4272,EVODEX.2-P4283,EVODEX.2-P4293,EVODEX.2-P4309,EVODEX.2-P4549,EVODEX.2-P4552,EVODEX.2-P4554,EVODEX.2-P4555,EVODEX.2-P4669",88288655193106351154920024564421257351708477925624707581370305557541793628238
EVODEX.2-Dm865,[#6:3](-[#6@@:2])(=[#8:4])-[#7:5](-[#6:6]1:[#6:7]:[#6:8]:[#6:9](-[#7&+:10]=[#8:11]):[#6:13](-[#6:14]=[#8:15]):[#6:17]:1)-[#1].[#8:24](-[#1])-[#1]>>[#6:3](-[#6@@:2])(=[#8:4])-[#8:24]-[#1].[#7:5](-[#6:6]1:[#6:7]:[#6:8]:[#6:9](-[#7&+:10]=[#8:11]):[#6:13](-[#6:14]=[#8:15]):[#6:17]:1)(-[#1])-[#1],"EVODEX.2-P3708,EVODEX.2-P4391,EVODEX.2-P4400,EVODEX.2-P4411,EVODEX.2-P4452,EVODEX.2-P4607,EVODEX.2-P4610,EVODEX.2-P4613,EVODEX.2-P4616,EVODEX.2-P4809",62828007948389189774050313459213263915350209673981765476485711308724917749082
EVODEX.2-Dm866,[#6:3](-[#6@@:2])(=[#8:4])-[#7](-[#6]1:[#6]:[#6]:[#6](-[#7&+]=[#8]):[#6](-[#6]=[#8]):[#6]:1)-[#1].[#8:24](-[#1])-[#1]>>[#6:3](-[#6@@:2])(=[#8:4])-[#8:24]-[#1],"EVODEX.2-P3709,EVODEX.2-P4396,EVODEX.2-P4401,EVODEX.2-P4404,EVODEX.2-P4415,EVODEX.2-P4450,EVODEX.2-P4453,EVODEX.2-P4526,EVODEX.2-P4615,EVODEX.2-P4820",17366678912228521480775835469497183943461492789148238730854349718438818467352
EVODEX.2-Dm948,[#6:6](-[#6@:4])(=[#8:7])-[#7:8](-[#6:9]1:[#6:10]:[#6:11]:[#6:12]2:[#6:13]:[#6:14]:[#6:15]:[#6:16]:[#6:17]:2:[#6:18]:1)-[#1].[#8:19](-[#1])-[#1]>>[#6:6](-[#6@:4])(=[#8:7])-[#8:19]-[#1].[#7:8](-[#6:9]1:[#6:10]:[#6:11]:[#6:12]2:[#6:13]:[#6:14]:[#6:15]:[#6:16]:[#6:17]:2:[#6:18]:1)(-[#1])-[#1],"EVODEX.2-P4177,EVODEX.2-P4193,EVODEX.2-P4203,EVODEX.2-P4271,EVODEX.2-P4325,EVODEX.2-P4551,EVODEX.2-P4556,EVODEX.2-P4667,EVODEX.2-P4713,EVODEX.2-P4717",80885226530005677430542973657789353130421400922602159792262740367379022169596
EVODEX.2-Dm956,[#6:10](-[#6@@:2])(=[#8:11])-[#7:12](-[#6:13]1:[#6:14]:[#6:15]:[#6:16]2:[#6:17]:[#6:18]:[#6:19]:[#6:20]:[#6:21]:2:[#6:22]:1)-[#1]>>[#7:12](-[#6:13]1:[#6:14]:[#6:15]:[#6:16]2:[#6:17]:[#6:18]:[#6:19]:[#6:20]:[#6:21]:2:[#6:22]:1)(-[#1])-[#1].[#6:10](-[#6@@:2])(=[#8:11])-[#8]-[#1],"EVODEX.2-P4194,EVODEX.2-P4246,EVODEX.2-P4273,EVODEX.2-P4281,EVODEX.2-P4282,EVODEX.2-P4324,EVODEX.2-P4652,EVODEX.2-P4665,EVODEX.2-P4684,EVODEX.2-P4718",32738012867990149537557738642951718294948542174730216889680866059429517771324
EVODEX.2-Dm959,[#6]-[#6](=[#8])-[#7:5](-[#6:6]1:[#6:7]:[#6:8]:[#6:9]2:[#6:10]:[#6:11]:[#6:12]:[#6:13]:[#6:14]:2:[#6:15]:1)-[#1]>>[#7:5](-[#6:6]1:[#6:7]:[#6:8]:[#6:9]2:[#6:10]:[#6:11]:[#6:12]:[#6:13]:[#6:14]:2:[#6:15]:1)(-[#1])-[#1],"EVODEX.2-P4198,EVODEX.2-P4202,EVODEX.2-P4205,EVODEX.2-P4280,EVODEX.2-P4295,EVODEX.2-P4365,EVODEX.2-P4366,EVODEX.2-P4548,EVODEX.2-P4663,EVODEX.2-P4818",72202588572867050053484799101513698393566355374918067898428297358761840300377
EVODEX.2-Dm963,[#6:8](-[#6@@:2])(=[#8:9])-[#7](-[#6]1:[#6]:[#6]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#6]:1)-[#1].[#8:21](-[#1])-[#1]>>[#6:8](-[#6@@:2])(=[#8:9])-[#8:21]-[#1],"EVODEX.2-P4204,EVODEX.2-P4209,EVODEX.2-P4248,EVODEX.2-P4253,EVODEX.2-P4274,EVODEX.2-P4550,EVODEX.2-P4553,EVODEX.2-P4557,EVODEX.2-P4664,EVODEX.2-P4668",31801868897539667835141709578930524329932664760081747683630712176604461672576
EVODEX.2-Dm1009,[#6:16]1:[#6:17]:[#6:18]:[#6:19](-[#6:20](=[#8:21])-[#7:22](-[#6@@:23])-[#1]):[#6:32]:[#6:33]:1.[#8:34](-[#1])-[#1]>>[#6:16]1:[#6:17]:[#6:18]:[#6:19](-[#6:20](=[#8:21])-[#8:34]-[#1]):[#6:32]:[#6:33]:1.[#7:22](-[#6@@:23])(-[#1])-[#1],"EVODEX.2-P4338,EVODEX.2-P4343,EVODEX.2-P4349,EVODEX.2-P4356,EVODEX.2-P4378,EVODEX.2-P4418,EVODEX.2-P4841,EVODEX.2-P4844,EVODEX.2-P4847,EVODEX.2-P4865",50386971807070423364458330000292481357034251442456874697923910707406810209318
EVODEX.2-Dm1010,[#6:15]1:[#6:16]:[#6:17]:[#6:18](-[#6:19](=[#8:20])-[#7](-[#6])-[#1]):[#6:31]:[#6:32]:1>>[#6:15]1:[#6:16]:[#6:17]:[#6:18](-[#6:19](=[#8:20])-[#8]-[#1]):[#6:31]:[#6:32]:1,"EVODEX.2-P4339,EVODEX.2-P4346,EVODEX.2-P4348,EVODEX.2-P4352,EVODEX.2-P4355,EVODEX.2-P4358,EVODEX.2-P4840,EVODEX.2-P4848,EVODEX.2-P4922,EVODEX.2-P4923",45593348566347634656607829630207318226761327792552436184950429670869303658112
EVODEX.2-Dm1011,[#6:17]1:[#6:18]:[#6:19]:[#6:20](-[#6:21](=[#8:22])-[#7](-[#6@@])-[#1]):[#6:33]:[#6:34]:1.[#8:35](-[#1])-[#1]>>[#6:17]1:[#6:18]:[#6:19]:[#6:20](-[#6:21](=[#8:22])-[#8:35]-[#1]):[#6:33]:[#6:34]:1,"EVODEX.2-P4340,EVODEX.2-P4345,EVODEX.2-P4347,EVODEX.2-P4350,EVODEX.2-P4357,EVODEX.2-P4488,EVODEX.2-P4845,EVODEX.2-P4849,EVODEX.2-P4864,EVODEX.2-P4866",64085550144786443357785335023161521604617574585117176014277864485550442245974
EVODEX.2-Dm1012,[#6:17]1:[#6:18]:[#6:19]:[#6:20](-[#6:21](=[#8:22])-[#7:23](-[#6@@:24])-[#1]):[#6:33]:[#6:34]:1>>[#6:17]1:[#6:18]:[#6:19]:[#6:20](-[#6:21](=[#8:22])-[#8]-[#1]):[#6:33]:[#6:34]:1.[#7:23](-[#6@@:24])(-[#1])-[#1],"EVODEX.2-P4341,EVODEX.2-P4344,EVODEX.2-P4351,EVODEX.2-P4359,EVODEX.2-P4377,EVODEX.2-P4420,EVODEX.2-P4843,EVODEX.2-P4846,EVODEX.2-P4924,EVODEX.2-P4948",87400740739697180616974698174105743465735041083894926497418313272436278309106
EVODEX.2-Dm1015,[#6:33](-[#6@@:25])(=[#8:34])-[#7](-[#6]1:[#6]:[#6]:[#6](-[#7&+]=[#8]):[#6](-[#6]=[#8]):[#6]:1)-[#1]>>[#6:33](-[#6@@:25])(=[#8:34])-[#8]-[#1],"EVODEX.2-P4386,EVODEX.2-P4392,EVODEX.2-P4397,EVODEX.2-P4403,EVODEX.2-P4412,EVODEX.2-P4416,EVODEX.2-P4451,EVODEX.2-P4455,EVODEX.2-P4525,EVODEX.2-P4527",47709473479894296933724634610386245009200898990805137829409457944116997614867
